compound,smiles,SMR_VSA9,MATS1are,GATS2are,GATS1are,BCUTse-1h,RASA,PEOE_VSA10,nF,MATS2p,GATS2p,VSA_EState9,nHetero,TopoPSA(NO),TopoPSA,AATS1are,AMID_C,IC1,NdO,nO,SlogP_VSA2,C1SP2,NsCH3,ETA_shape_p,VSA_EState8,C3SP3,MATS2are,SMR_VSA5,SlogP_VSA5,FNSA1,DPSA1,AMW,AATS1p,MATS1p,BCUTp-1h,NssCH2,SssCH2,C2SP3,VSA_EState7,Mor02,Mor03,Mor03p,RotRatio,SssNH,SsssN,nHBDon,PEOE_VSA8,RNCG,DPSA3,RPCG,Kier2,nRot,Kier1,TASA,bpol,TpiPC10,GRAV,WNSA1,Mor06,SLogP,FilterItLogS,FCSP3,n6Ring,MDEC-22,nAromAtom,C2SP2,nRing,MDEC-23,BalabanJ,SaasC,NaasC,PEOE_VSA6,AATS3p,Mor06p,nCl,EState_VSA7,retention_time_min
"Fentanyl, 4-N-propyl analog",CCCN1CCC(N(C(=O)CC)c2ccccc2)CC1,0.0,0.0878697034485066,0.995918204578144,0.7688648909373488,3.701920945417047,0.9516508686628504,0.0,0,-0.0673201774389606,1.1176827295106149,0.0,3,23.55,23.55,6.070212765957447,1.698829171307807,2.7633940901536533,1,1,36.48319950708767,1,2,0.1384083044982699,7.574313297850004,0,0.0856902381733206,45.57260172023325,39.53076089108529,0.2418493689439266,279.1076260049595,5.960967683739142,1.7097466395744694,-0.0957944799153557,1.9765189418482976,7,7.350936661893101,5,3.950688409814492,38.054063023512185,-9.09450048368363,-3.292932828698523,0.238095238095238,0.0,4.5410525321239605,0,31.23956153858268,0.2289841165899276,28.333276084273805,0.1676600867264608,8.444444444444445,5,16.3718820861678,514.4535453030743,30.371382,6.935856709093012,3235.7344333049377,70.67763205824083,-2.988800484908168,3.304000000000002,-3.407362313702863,0.5882352941176471,2,17.116700471497015,6,6,2,11.970840908193155,1.9288977761663249,1.0493440045771398,1,32.04657560476608,1.1949642197241006,-0.1519748094026005,0,42.15548227284915,5.8
N-Methyl norfentanyl,CCC(=O)N(c1ccccc1)C1CCN(C)CC1,0.0,0.083047950871782,1.0212717597070715,0.7484320023582739,3.7019163994138418,0.9243246441265616,0.0,0,-0.0032640665589186,1.0289816416978406,2.1435707199546483,3,23.550000000000004,23.550000000000004,6.117073170731707,1.668790060982117,2.904274363634128,1,1,36.98611508385228,1,2,0.1544401544401544,4.086521636432351,0,0.0551376797945844,32.22804289761662,26.186202068468653,0.2792834517410894,210.9619093234197,6.1543303331,1.7152710931707325,-0.1088911537400753,1.9763888163822816,5,4.8526698318216175,4,2.703871173469388,33.5574158171792,-5.965474233308457,-2.395417727974781,0.1578947368421052,0.0,4.336404006046863,0,18.15004872675753,0.245865484568409,28.77360153016048,0.1800204687457308,6.9632,3,14.409972299168976,441.7369093931488,26.358553999999994,6.835184586147301,2946.7401573588745,63.78572784585218,-2.062522874474031,2.5238000000000005,-2.604513834850412,0.5333333333333333,2,13.141164487215368,6,6,2,11.34728938403077,1.990652254779354,1.0406509826152686,1,25.12283840507545,1.242893421472059,-0.2516311386966481,0,42.15548227284915,4.2
Norfentanyl,CCC(=O)N(c1ccccc1)C1CCNCC1,0.0,0.0248422938616324,0.8744171141059944,0.7914769361337404,3.7019133902736887,0.907568663510358,0.0,0,-0.1162064200059301,1.162240437119935,0.0,3,32.34,32.34,6.141552631578948,1.663880553085285,3.0331763424484075,1,1,25.03853337032462,1,1,0.1024590163934426,3.939820247543461,0,0.0840489984467684,32.22804289761662,26.186202068468653,0.2819639537872518,197.624422992828,6.274528736756756,1.7337356365789478,-0.0503363256681518,1.976342979560032,5,4.662778250188964,4,2.652868480725623,30.10086951440752,-5.1894825312580055,-2.329828807713456,0.1666666666666666,3.3400251165280928,1.9869444444444444,1,18.15004872675753,0.2510803959902994,31.577493441250542,0.179608436707638,6.805293005671078,3,13.432098765432098,411.3029395093659,23.212139999999994,6.751393823857714,2758.5749558473462,57.91062260283135,-2.3831072010264944,2.1815999999999995,-2.9339716744265623,0.5,2,13.141164487215368,6,6,2,11.34728938403077,1.9970356930850524,1.0335648148148149,1,25.12283840507545,1.1876266600849894,-0.4132011297010497,0,42.15548227284915,4.2
Butyryl norfentanyl,CCCC(=O)N(c1ccccc1)C1CCNCC1,0.0,0.0297905731482686,0.8776227370383494,0.8003579456386996,3.70191458522976,0.9138736533144556,0.0,0,-0.1267291293430883,1.186287576487563,0.0,3,32.34,32.34,6.11290243902439,1.6811199117852966,2.9725738836114344,1,1,25.03853337032462,1,1,0.0965250965250965,4.073719923154447,0,0.0850663951059481,38.64886452054263,32.60702369139466,0.2725325429192841,220.1239282111224,6.1543303331,1.7292181173170735,-0.0472477962597867,1.97641911204968,6,5.654233512849584,5,3.639540580120937,37.00769461884584,-6.424543240383991,-2.777336344668506,0.2105263157894736,3.3540104560342656,2.018194444444444,1,18.15004872675753,0.2404618036465019,32.51122800822591,0.1722159746507167,7.555555555555555,4,14.409972299168976,442.1851394435836,25.218554,6.817625408177657,2909.634895495797,63.804945326216426,-2.0724781295955528,2.5717000000000008,-3.337323834850412,0.5333333333333333,2,15.142156423370489,6,6,2,12.27605077854422,1.995562221542719,1.0443055555555558,1,25.12283840507545,1.1715967458410577,-0.1545301610992278,0,35.23174507315853,6.6
Furanyl norfentanyl,O=C(c1ccco1)N(c1ccccc1)C1CCNCC1,0.0,0.0071554388054836,0.9409666480487152,0.772967702399316,3.707641552317417,0.8993865953658334,0.0,0,-0.1445168761387789,1.1349137010862569,0.0,4,45.48,45.48,6.309475000000001,1.6493012815861317,3.2431693695650576,1,2,25.03853337032462,2,0,0.0352112676056338,1.887767857142857,0,0.0022638629195128,18.88348407499998,23.39642784879828,0.33241134047892,162.358593145688,7.108863889894747,1.7977836392500006,-0.0603697672181534,1.977348252530619,4,3.807098922902494,3,3.4598395376669187,31.32405680602644,-5.470781407688234,-2.7475784688995306,0.1363636363636363,3.3333444349962207,1.8746759259259256,1,11.729227103831525,0.2732139352685951,39.62328571269485,0.1747591454275295,7.319857312722949,3,14.917355371900827,435.6593779524789,22.941726,7.497848309953913,3664.091114229809,77.99686459977637,-3.2919032125357965,2.678400000000001,-3.41187775963873,0.3125,2,16.3940791517035,11,9,3,15.508495774209546,1.6983334926161953,1.3270238095238098,2,18.19910120538483,1.2516782011439789,-0.3790596317102487,0,35.23174507315853,5.1
β-Methylfentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC(C)c2ccccc2)CC1,0.0,0.0850978220872613,1.0069166990621918,0.7632520274077724,3.701937664016792,0.9548805079818554,0.0,0,-0.0464899979927612,1.0735516604382511,0.0,3,23.550000000000004,23.550000000000004,6.052586206896552,1.794389843810883,2.9210690060279982,1,1,36.48319950708767,1,2,0.1055408970976253,7.459700866330104,1,0.0685169091073153,45.06968614346863,44.59129680601767,0.2979455473466668,257.74205259795,6.2542109567857285,1.7988718844827594,-0.0475608157134554,1.988046127987744,6,5.845802052840465,4,2.643291423588765,33.3780882471068,-7.500725561277417,-3.300380549823747,0.2142857142857142,0.0,4.589014077853364,0,37.78431794449526,0.1872749957553612,37.18740209235861,0.1371210479590851,10.51862673484295,6,20.72704081632653,609.0260790621496,34.38421,7.438052592937722,4413.124097694008,121.20223349648155,-4.230195327466235,4.697700000000005,-4.772084009027776,0.4347826086956521,3,24.150751485320047,12,11,3,19.52692989243931,1.484860280400744,2.44180549135275,2,62.37841094707412,1.2953225947419107,-0.393161804251722,0,30.02274813592593,17.7
Tetramethylcyclopropylfentanyl,CC1(C)C(C(=O)N(c2ccccc2)C2CCN(CCc3ccccc3)CC2)C1(C)C,0.0,0.0893993517798847,0.9642907504662502,0.7766870248707153,3.701966124494272,0.9552198926499732,0.0,0,0.0534701653057137,0.9930084685146324,0.0,3,23.550000000000004,23.550000000000004,6.018840579710145,1.8213324553923005,2.93219893645574,1,1,36.48319950708767,1,4,0.1594533029612756,12.182086528290531,1,0.1065811115703925,52.99925449668848,46.1000435363115,0.2848952573803508,298.3106241285413,6.1254964207878935,1.811019350144928,-0.0193609679160653,1.989043963503076,6,6.401912959041385,4,3.183821342765245,39.19332788359711,-5.226170878683114,-2.492519763259061,0.1818181818181818,0.0,4.706201577853364,0,37.28140236773064,0.1699126552017816,39.28058058434599,0.1270080768503396,9.46938775510204,6,23.168044077134983,662.3569496565397,40.40345200000002,7.712583583006998,5361.448525796911,136.98174621309514,-2.5044643847744177,5.408900000000005,-6.032505108262461,0.5185185185185185,3,25.56113877978133,12,11,4,17.68687594852753,1.3461097286937025,2.460782498375843,2,76.22588534645537,1.352628716604409,0.7069704512364137,0,18.19910120538483,25.6
Fentanyl propyl acetyl analog,CC(=O)N(c1ccccc1)C1CCN(CCCc2ccccc2)CC1,0.0,0.0834862903687921,1.01917395078345,0.7537097752131096,3.702033826568179,0.9481836314494824,0.0,0,-0.0786302725520239,1.094504953581401,0.0,3,23.550000000000004,23.550000000000004,6.069090909090909,1.79539790999775,2.8787320219587493,1,1,36.48319950708767,1,1,0.0686813186813186,4.984520457746918,0,0.0539078366095096,38.64886452054263,31.749653560165648,0.294222877024152,255.92573638049868,6.343776670113222,1.8057923760000003,-0.0501287576129504,1.9866909014017464,7,7.756872826865161,5,4.45214808511661,39.69268687641841,-7.797135955619799,-3.2990916527324416,0.2222222222222222,0.0,4.531803954606533,0,31.7424771153473,0.1932096881192369,37.25356133482724,0.1395864811117328,10.36408163265306,6,19.753086419753085,589.6296696963875,32.377796,7.302664873150785,4161.629630240711,113.77587594899369,-4.265976023481763,4.136700000000004,-4.750303405143033,0.4090909090909091,3,27.677265665182603,12,11,3,15.401338240501424,1.3735781445278958,2.4460611037671134,2,48.53093654769288,1.2877008113414012,-0.7790711649639567,0,35.23174507315853,13.8
Fentanyl N-oxide,CCC(=O)N(c1ccccc1)C1CC[N+]([O-])(CCc2ccccc2)CC1,0.0,0.1794201309256085,0.9099479942496912,0.5744995615478048,3.7020699343408032,0.9145118258699338,0.0,0,-0.0920120870736988,1.1218151459401895,0.0,4,43.370000000000005,43.370000000000005,6.152589285714285,1.7198296753247406,2.972441216499167,1,2,36.22962862804669,1,1,0.0935828877005347,3.674967594935127,0,0.0515772651382034,38.64886452054263,31.749653560165648,0.3162911036175255,230.71500499124448,6.522501446962978,1.7892996550000002,-0.0369385336861753,1.9866107061890783,7,4.596599090982831,5,2.8193662395089087,43.963841452590735,-8.724577371069953,-3.761839313053252,0.2142857142857142,0.0,1.9173568594104309,0,37.41251359553556,0.2825292009819594,55.61449129525808,0.1011155802569832,9.97229916897507,6,20.72704081632653,574.2552609723865,32.67579599999999,7.457717477746509,4562.823780297236,124.71488486683012,-3.139416708252905,4.149300000000004,-5.510347272665909,0.4090909090909091,3,27.935245956591373,12,11,3,16.708325097914926,1.5069601982318306,2.161648939534492,2,55.4546737473835,1.2502501389278768,-0.3641252745116614,0,60.35458347823398,19.5
Mirfentanil,O=C(c1ccco1)N(c1cnccn1)C1CCN(CCc2ccccc2)CC1,0.0,0.0460012423488847,1.0251452303931257,0.7362141266477499,3.707706969721157,0.8899789249855571,0.0,0,-0.0826697578948642,1.05532701038788,0.0,6,62.470000000000006,62.470000000000006,6.318181818181819,1.6244494675659866,3.458789023960108,1,2,46.45115654898208,6,0,0.0251256281407035,2.951786186696901,0,-0.0199349754224089,25.30430569792599,28.95987934049528,0.2947534874566936,262.36224517515063,7.234421654000013,1.8056960625454543,-0.1156185509523677,1.9827400541148588,6,5.799338524563994,4,9.245235138872404,38.314166306287646,-7.679341230482571,-3.5776993076783925,0.1935483870967742,0.0,4.218342545351474,0,38.06979719011184,0.2045190780349374,52.47785912962213,0.1313580455097703,10.85782272456871,6,21.24037460978148,568.8205515026976,32.380968,7.8664467584897615,5300.295106078329,120.40653686424896,-4.687077605927553,3.4235000000000024,-4.764963224518628,0.3181818181818182,3,25.512939198105894,17,8,4,18.81866412329889,1.2922571037913362,2.266298956333644,3,30.33183534230805,1.3149099572366434,-0.8712332926789406,0,6.06636706846161,8.8
Fentanyl isothiocyanate,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccc(N=C=S)cc2)CC1,0.0,0.0753437913386183,0.979887034502824,0.7387420015110113,3.701948858785008,0.9499850268465734,0.0,0,-0.0813455013997356,0.917525191223674,0.0,5,35.910000000000004,68.0,6.135964912280702,1.6798940616104423,3.2200472125412647,1,1,41.64446135921322,1,1,0.1201923076923076,5.03059292209163,0,0.0500522287768423,38.64886452054263,31.749653560165648,0.3905282511509699,151.6033674119529,7.148863336072741,1.87231642754386,-0.0576506890069531,2.935537003329361,7,6.679513787087385,5,3.590107601658923,40.45466797212393,-7.421164837990005,-3.361336646612381,0.2333333333333333,0.0,4.519780808956217,0,37.78431794449526,0.1833074963066703,40.070593886758985,0.1342160809555513,12.0,7,22.68,657.7995262480506,33.744589,7.696695477306851,4950.4643589113,187.2431975082696,-3.4917776439186268,4.871000000000005,-5.05665771635474,0.391304347826087,3,26.698847063858416,12,11,3,19.5689747493362,1.3911151416244207,3.171802485301244,3,37.255572541998674,1.3411094466983713,-0.7507603621470009,0,54.28821640977237,25.1
α-Methylbutyryl fentanyl,CCCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1,0.0,0.0863667628948285,0.9841607232690498,0.7727069562257447,3.701938977805767,0.9661166619948492,0.0,0,-0.078270461421762,1.1144197013880663,0.0,3,23.550000000000004,23.550000000000004,6.037704918032787,1.8012284685023043,2.87754228648165,1,1,35.980283930323054,1,2,0.1015228426395939,6.516148482349781,0,0.0937276577904062,58.03526417230722,45.09421238278229,0.2942619292959316,272.1132831868788,6.17375362108476,1.792632097049181,-0.0452457078880733,1.987148115172437,7,6.812578463235549,7,4.698678708889366,44.7618761878292,-9.0777859439952,-4.045201524675244,0.2413793103448276,0.0,4.652452995086923,0,37.28140236773064,0.1812788119264952,36.18011199439272,0.1328915229176512,11.253462603878116,7,21.70273483947681,638.9026006156865,36.39062400000001,7.482963161677396,4593.909189504557,128.68983543510916,-4.61218603945618,4.915300000000005,-5.1668869689988295,0.4583333333333333,3,26.3933144485201,12,11,3,20.718940901657053,1.509106806180982,2.4471232911208567,2,55.4546737473835,1.274646707430419,-0.4058253512433806,0,18.19910120538483,21.1
N-Propyl carfentanil,CCCN1CCC(C(=O)OC)(N(C(=O)CC)c2ccccc2)CC1,0.0,0.0464235395937677,0.8644426865063444,0.7000574860744938,3.714905963854685,0.9241253790513988,5.538925252383345,0,0.0399173079962378,1.012832042242411,1.4048569381456286,5,49.85,49.85,6.203773584905661,1.5823012436962005,2.993305469246633,2,3,49.05938675955244,2,3,0.191740412979351,6.588652315864618,1,0.1176891510855155,45.06968614346863,39.53076089108529,0.2312134920977413,315.3184341396061,6.38865370684617,1.6866434090566038,-0.1312831442415226,1.976919304593612,7,5.241361044609151,4,2.6333754059092267,34.89689494015055,-8.084108948854444,-2.898968228148943,0.24,0.0,4.030659013605442,0,25.197720709434723,0.2306570992224483,36.51162281692287,0.1637762419886295,9.629757785467127,6,20.3136,542.0543050046232,34.981796,7.214734336208579,4560.16311873488,79.54941207572891,-1.60186514804844,2.847200000000001,-3.675784635171988,0.5789473684210527,2,17.116700471497015,6,6,2,10.68394315882074,2.244981599122438,0.762677337910473,1,32.04657560476608,1.2782194112136307,-0.3826307392316393,0,37.255572541998674,7.4
N-Isopropyl carfentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(C(C)C)CC1,0.0,0.0464235395937677,0.8408674695643624,0.7000574860744938,3.714906352900509,0.9244394387061076,5.538925252383345,0,0.0599988497360393,0.993136683997606,1.4012882653061225,5,49.85,49.85,6.203773584905662,1.5759018357768897,3.046284075057469,2,3,48.556471182787824,2,4,0.2359882005899705,7.667949840429999,1,0.1417266271832226,51.61444254938121,40.0336764678499,0.2407120580149133,298.8611589883813,6.38865370684617,1.686643409056604,-0.1312831442415226,1.976940567355725,5,3.054263589695137,4,1.5124093757873516,34.45146675760311,-7.041934474005118,-2.8129665805850177,0.2,0.0,4.01119567271353,0,31.239561538582684,0.2320763511733851,35.696951407312014,0.1647839722778734,9.08734693877551,5,20.3136,532.7649252624452,34.981796,7.224616834170098,4604.5388890331305,79.94883984239239,-1.2283021222266683,2.845600000000001,-3.3019846351719875,0.5789473684210527,2,13.141164487215368,6,6,2,11.85867510740114,2.2787270763830416,0.7571730914588056,1,25.12283840507545,1.3073170517567383,-0.1205248097339263,0,37.255572541998674,7.0
Norcarfentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCNCC1,0.0,0.0035464512608923,0.8073720438068263,0.7191959928942717,3.714890209273967,0.8971138290862842,5.538925252383345,0,0.0237248591538761,1.0281557413217692,1.3806675170068026,5,58.64,58.64,6.292704545454546,1.5375312628901077,3.25837450007713,2,3,37.614720622789385,2,2,0.1700680272108843,3.189667186318972,1,0.1134007311734966,31.725127320852,26.186202068468653,0.2611568267578673,239.7080074232891,6.747977734046526,1.7026355184090918,-0.0979561540388599,1.9767280881797933,5,2.839819538926682,3,1.4600023620559333,20.972487965728167,-5.992630619989511,-2.802869055535473,0.1818181818181818,3.2359930870496347,1.6385648148148149,1,12.10820789760957,0.2415794705268274,37.74870797246929,0.1715314088636682,8.022222222222222,4,17.355371900826448,450.1811072995232,27.822554,7.052775113514768,4029.58077348954,65.76287787309383,-1.899099606239592,1.7248,-3.215871859560592,0.5,2,13.141164487215368,6,6,2,10.034370462945716,2.2857940585316587,0.7468981481481481,1,25.12283840507545,1.2904935284780945,-0.4160648203457475,0,37.255572541998674,5.3
4-Methoxymethyl fentanyl,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2ccccc2)CC1,0.0,0.0753352484818214,1.2166601786017188,0.77059751805333,3.7020574472460233,0.9557179574916254,0.0,0,0.02961862742399,0.9999737063999669,1.7392087899974804,4,32.78,32.78,6.121774193548387,1.7406000023200916,3.0185415121096644,1,2,49.69696343611351,1,2,0.099009900990099,5.528874778370179,1,-0.0368163866455904,38.14594894377801,31.749653560165648,0.2556663564829987,325.6474831642002,6.337439637733349,1.761940934193549,-0.080041111084968,1.986973196087727,8,7.006304491853005,4,3.4156903293300225,34.151723738921895,-7.96092987971508,-3.2687941006752044,0.2666666666666666,0.0,4.533274754346182,0,38.85227465662483,0.1936983518029867,39.86457466818181,0.1149328073962181,11.4075,8,22.68,636.8896705997877,38.126624000000014,7.529440023331687,5049.236142145841,113.53832958509192,-4.037476158256585,4.153300000000003,-5.470684619504587,0.4583333333333333,3,31.405974236666328,12,11,3,12.90829358874257,1.6026831293346726,2.3541080234767104,2,55.4546737473835,1.3324056851189077,-0.5648778902349019,0,42.15548227284915,22.5
Norsufentanil,CCC(=O)N(c1ccccc1)C1(COC)CCNCC1,0.0,0.0309016013178402,1.1369248137332348,0.802700041746179,3.7020326506408745,0.9290836194018082,0.0,0,0.0345356941757223,1.0233016238315789,1.7116860355253212,4,41.57,41.57,6.202866666666667,1.6095936561669029,3.134933187391042,1,2,38.25229729935045,1,2,0.1408450704225352,4.335855772864702,1,-0.0291460687492628,31.725127320852,26.186202068468653,0.2276140010907171,272.74930746915487,6.2769040456363765,1.6845269206666675,-0.0979038358511015,1.9766371725465053,6,4.763319160997732,3,2.3439838435374147,23.1062861361634,-6.455492657338517,-2.896818137103344,0.238095238095238,3.3676597537163016,1.9695833333333328,1,19.218005438887104,0.2349799937232289,33.22617494692843,0.1394276700648361,7.85204081632653,5,16.3718820861678,465.1614157620033,28.960968,6.941129608367235,3557.7101258029024,57.055397330525416,-1.876892823920495,2.1982,-3.677013115659002,0.5625,2,15.932312160298183,6,6,2,7.983870365834059,2.203068397006152,0.970648148148148,1,25.12283840507545,1.2730936770788912,-0.2646130268256786,0,42.15548227284915,7.9
Thienyl fentanyl,CCC(=O)N(c1ccccc1)C1CCN(Cc2cccs2)CC1,0.0,0.0782433716889045,1.009185023206814,0.7376934689220154,3.701931379737941,0.9600389305934643,0.0,0,-0.006182381381907,0.9857740805547892,0.0,4,23.550000000000004,51.790000000000006,6.1020408163265305,1.683051989002479,3.179025352647782,1,1,29.938443101175096,2,1,0.0726744186046511,5.104595554207297,0,0.0556057667160531,38.77279930352918,31.06334926216996,0.340020752405588,186.84597085988503,6.982147540170227,1.906016396734695,0.0002789391982858,2.9363804107136784,6,5.81107130081652,4,2.6550823079971706,34.46101159744365,-7.382565071330938,-3.736062533933228,0.2,0.0,4.532153486394558,0,42.66146513819656,0.2074769670634133,36.76678484741376,0.1519127492731438,8.909090909090908,5,17.8112,560.633359474205,30.824967999999995,7.34693719948051,4189.155368970212,115.95396593304278,-3.167224380319964,4.155700000000004,-3.922522205562564,0.4210526315789473,2,20.34508064769154,11,9,3,15.465014452341176,1.5155333936273112,2.462089703292806,2,31.18920547353706,1.3212422180370849,0.1018909426446448,0,53.492268150783886,10.7
omega-Hydroxy fentanyl,O=C(CCO)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.0,0.0079654704838004,1.0066665341294048,0.8198834094324419,3.702020991349128,0.8938740039423033,0.0,0,-0.0843392756174278,1.1132783254754708,0.0,4,43.78,43.78,6.15625,1.734497602699263,3.075622359549274,1,2,48.196608866441295,1,0,0.053475935828877,2.977402692932892,0,-0.0332511284222445,31.725127320852,24.825916360475023,0.3233906217703318,224.4908617144497,6.522501446962978,1.7871275777857147,-0.0212135619544203,1.986601089372381,8,6.173999909887876,5,3.1965972169549834,43.60440578346035,-8.556390338984846,-3.785313510221516,0.25,0.0,4.396773982741244,1,31.36349632156925,0.2034211726111093,52.06704893865448,0.1177081095479898,11.11111111111111,7,20.72704081632653,568.1084080036796,32.377796,7.425618580099778,4454.153292752464,130.62828975156344,-4.9670871816966775,3.109100000000001,-4.182477272665909,0.4090909090909091,3,30.36688183923835,12,11,3,17.65338870719073,1.4626383409762167,2.3123561898358984,2,48.53093654769288,1.2694197738533568,-0.9302342995972872,0,35.23174507315853,7.7
2-Isopropylfuranyl fentanyl,CC(C)c1ccccc1N(C(=O)c1ccco1)C1CCN(CCc2ccccc2)CC1,0.0,0.0721437033749186,0.9959466512410045,0.7555266161687645,3.707703548462087,0.943442968795387,0.0,0,-0.0329511326712489,1.0438429405384595,0.0,4,36.690000000000005,36.690000000000005,6.129545454545455,1.782123326763574,3.147649015347934,1,2,36.48319950708767,2,2,0.0890868596881959,7.429704792028025,1,0.0394986548329384,45.06968614346863,54.28871127773492,0.3107468046188476,261.505065552755,6.607085369269855,1.8241808775757584,-0.0525793234748132,1.9935588769790813,6,6.065546535928932,4,4.573428347412835,33.37733023790264,-8.012730640994793,-3.1281177926033816,0.2058823529411764,0.0,4.523909911186697,0,31.36349632156925,0.2143144585836299,45.25968379171061,0.1370890080307746,11.9234404536862,7,24.13494809688581,651.8122848685435,38.126624000000014,8.057971230535179,5871.2849073021225,148.32708100583628,-5.844813345410659,5.756900000000005,-6.147225025438558,0.3703703703703703,3,28.452266599712,17,13,4,26.07439430190732,1.369055774009017,4.00529920082718,4,62.37841094707412,1.3411854473435958,-1.55874832548956,0,10.966276799312087,24.6
β-Methyl acetyl fentanyl,CC(=O)N(c1ccccc1)C1CCN(CC(C)c2ccccc2)CC1,0.0,0.0834862903687921,1.005393467088472,0.7537097752131096,3.7020339718894295,0.9357883915129632,0.0,0,-0.0354960645914738,1.0521845986012388,0.0,3,23.550000000000004,23.550000000000004,6.069090909090909,1.7881952398979135,2.930711031433532,1,1,36.48319950708767,1,2,0.1098901098901098,7.169806127697994,1,0.0679533296063138,38.64886452054263,38.17047518309165,0.2988026239616189,247.6661682519572,6.343776670113222,1.8057923760000003,-0.0501287576129504,1.9879077126059272,5,5.268866370622323,3,2.075365016376921,34.822085177862725,-6.8017423024854935,-3.1980106178587704,0.1851851851851851,0.0,4.523254440665156,0,38.28723352125987,0.1939908463813601,38.62412772146418,0.1401508375704191,9.796296296296296,5,19.753086419753085,575.9596118601121,32.377796,7.398709773105716,4214.971204852049,113.1913294435624,-3.421001114173681,4.307600000000004,-4.376503405143032,0.4090909090909091,3,21.860419024878937,12,11,3,18.16613380973456,1.460349335741431,2.421643645622723,2,55.4546737473835,1.3226327646658758,-0.2958288671345453,0,35.23174507315853,12.6
3-Methylbutyr fentanyl,CCCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2ccccc2)C[C@@H]1C,0.0,0.0863667628948285,1.0090736027809823,0.7727069562257447,3.701939100656232,0.960023810723661,0.0,0,-0.0563848512756407,1.092905033786795,0.0,3,23.550000000000004,23.550000000000004,6.037704918032787,1.8021647551938893,2.9114405915663952,1,1,36.48319950708767,1,2,0.1015228426395939,7.588623523292084,1,0.0683852458730953,45.57260172023325,38.67339075985628,0.2932088108580903,271.7716362149059,6.17375362108476,1.792632097049181,-0.0452457078880733,1.986950837326104,7,6.859260929431905,5,3.6507942974087246,40.67650007844253,-8.323387457961193,-3.60573732279445,0.2413793103448276,0.0,4.643193735827664,0,37.78431794449526,0.1804861056607936,37.355203210742175,0.1324313664890033,11.253462603878116,7,21.70273483947681,630.8470949083621,36.39062400000001,7.490180374100029,4618.08722503936,126.60802152669666,-3.6191383497086735,4.772800000000005,-5.292656968998831,0.4583333333333333,3,26.42717264548381,12,11,3,20.2298307547948,1.5285961447813814,2.4461553205993147,2,62.37841094707413,1.2789402006894577,0.0687704516288191,0,18.19910120538483,22.2
β-Hydroxythiofentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2cccs2)CC1,0.0,0.0031969718436512,0.954711951468921,0.8174597214040946,3.702000293399676,0.8943976595495807,6.103966387748303,0,-0.0166539178011837,1.0175177513505624,0.0,5,43.78,72.02,6.173584905660377,1.6306745013440362,3.3215774937788987,1,2,41.58972690192837,2,1,0.094850948509485,4.408672860979409,0,0.0131113906935296,38.33200928536492,37.16731564991825,0.3644136126550674,168.59415923370557,7.022970570039231,1.8711576553962264,0.0273291606496996,2.9363854977096224,6,4.891809591439371,5,1.9870074378083027,39.80181025719977,-8.156882512242516,-3.876300776762224,0.2222222222222222,0.0,4.285238357688755,1,42.66146513819656,0.2058620701380849,50.7533890257098,0.120702908429538,9.796296296296296,6,19.753086419753085,556.0669635984345,32.831382,7.325930931449482,4621.484218113123,140.85993108352466,-2.6727759435066583,3.6891000000000025,-3.376555605140167,0.45,2,19.29733737896468,11,9,3,17.684330377129825,1.4956210277622188,2.0144598123404043,2,31.18920547353706,1.3033815534224846,-0.015609628312348,0,59.66827918023828,9.9
Isovalerylfentanyl,CC(C)CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.0,0.0863667628948298,1.009073602780982,0.7727069562257448,3.701939820551949,0.9633902090113166,0.0,0,-0.0563848512756407,1.092905033786795,0.0,3,23.550000000000004,23.550000000000004,6.037704918032787,1.8013174352337114,2.9114405915663952,1,1,36.48319950708767,1,2,0.1015228426395939,7.466384607472721,1,0.0683852458730962,45.57260172023325,38.67339075985628,0.2941598468844528,278.070315621065,6.17375362108476,1.792632097049181,-0.0452457078880733,1.9869193079259324,7,7.039618982964214,5,3.8098614611283192,52.17497899505396,-8.986721530628559,-4.199953444009673,0.2413793103448276,0.0,4.6191775321239605,0,37.78431794449526,0.1805325620312596,37.737793341833765,0.1325053050359733,11.253462603878116,7,21.70273483947681,650.7239122962612,36.39062400000001,7.462789157412448,4537.453671456147,134.20616506828503,-3.876518147855923,4.772800000000005,-5.1668869689988295,0.4583333333333333,3,27.935245956591373,12,11,3,18.94314863992776,1.4829784344002912,2.447715081785699,2,62.37841094707412,1.2733325065623735,-0.2347375822634688,0,18.19910120538483,22.7
