compound,smiles,SMR_VSA9,MATS1are,GATS2are,GATS1are,BCUTse-1h,RASA,PEOE_VSA10,nF,MATS2p,GATS2p,VSA_EState9,nHetero,TopoPSA(NO),TopoPSA,AATS1are,AMID_C,IC1,NdO,nO,SlogP_VSA2,C1SP2,NsCH3,ETA_shape_p,VSA_EState8,C3SP3,MATS2are,SMR_VSA5,SlogP_VSA5,FNSA1,DPSA1,AMW,AATS1p,MATS1p,BCUTp-1h,NssCH2,SssCH2,C2SP3,VSA_EState7,Mor02,Mor03,Mor03p,RotRatio,SssNH,SsssN,nHBDon,PEOE_VSA8,RNCG,DPSA3,RPCG,Kier2,nRot,Kier1,TASA,bpol,TpiPC10,GRAV,WNSA1,Mor06,SLogP,FilterItLogS,FCSP3,n6Ring,MDEC-22,nAromAtom,C2SP2,nRing,MDEC-23,BalabanJ,SaasC,NaasC,PEOE_VSA6,AATS3p,Mor06p,nCl,EState_VSA7,retention_time_min
Tetrahydrofuranylfentanyl,O=C(C1CCCO1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.0,0.0723480136205847,1.1676906445792012,0.7511763051696545,3.702511217594024,0.9370835735431392,6.103966387748303,0,-0.0911010448003863,1.1110717063171682,0.0,4,32.78,32.78,6.144262295081967,1.7690381887163098,3.0022566624093314,1,2,49.194047859348885,1,0,0.0247524752475247,3.8730107817836754,0,-0.0292603193056089,44.24991533152631,31.24673798340104,0.2908649234605729,278.4200267516451,6.521219451724153,1.8000352344262298,-0.057311771595603,1.9869192028350664,9,8.8195317212824,7,4.679221255424531,51.127249445578805,-8.886191946598553,-4.063929147201243,0.1935483870967742,0.0,4.563234756865709,0,37.970378286082166,0.1883994334149165,43.30305794509764,0.1308596835707894,10.85782272456871,6,21.24037460978148,623.7663187151231,36.12021000000001,7.576513707031561,4999.414287311254,128.8779271220966,-4.521083165921046,3.905700000000003,-4.547469515229798,0.4583333333333333,3,31.92988972916787,12,11,4,21.461920909989026,1.2922571037913362,2.39799171172142,2,48.53093654769288,1.2505402463773458,-1.0684036955550225,0,23.099010936235302,13.0
4-Fluorobutyrfentanyl/para-Fluorobutyrylfentanyl,CCCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1,0.0,0.0329329283423157,0.7639976655009096,0.6033577520002877,4.00994252583904,0.8919664399142416,5.817220841045895,1,-0.0892328170657512,1.113772302101483,0.0,4,23.550000000000004,23.550000000000004,6.13448275862069,1.7370871654874394,3.0393730126283933,1,1,36.48319950708767,1,1,0.0866199778842609,5.061821454642973,0,0.0319712934229525,45.06968614346864,38.17047518309165,0.3287679916947791,229.5459748545229,6.575471281571443,1.7957106032758623,-0.0471783785627125,1.9873506833643464,8,7.377602691335625,6,4.336543339181846,50.03276792058679,-9.37520884252322,-3.9440606328740526,0.2413793103448276,0.0,4.396938591794743,0,37.78431794449526,0.1788074290573309,44.23412704081143,0.1310812988006509,11.253462603878116,7,21.70273483947681,597.8651655555865,34.494003,7.51833573588512,4656.645046891302,147.7062934635347,-3.853214299162521,4.665900000000004,-5.563709124520169,0.4347826086956521,3,27.462737713416217,12,11,3,19.68543018277849,1.473016692020972,1.9172621203670024,3,37.255572541998674,1.2590294123230683,-0.1257462761444044,0,17.89001399900271,20.2
para-Chloroisobutyrfentanyl,CC(C)C(=O)N(c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1,0.0,0.0731314895793244,0.9640906949586796,0.7311859001684096,3.701963778771162,0.9570032316195368,0.0,0,-0.0079622875205171,0.973935913530663,0.0,4,23.550000000000004,23.550000000000004,6.079741379310345,1.7315174678163123,3.088567432309884,1,1,36.48319950708767,1,2,0.1534070638601498,7.093472374776186,1,0.0667192656099277,39.15178009730724,32.25256913693026,0.3785573851292381,162.16040117628316,6.860657879071444,1.8424418101724145,-0.0442971086245048,2.2078317235174447,6,6.248827210959545,4,3.1002799129548766,40.970416379129205,-8.671380447752577,-4.086482132711768,0.2068965517241379,0.0,4.526709551104393,0,42.304035681471966,0.188526505440764,39.664261874786405,0.1398703543487663,10.683760683760685,6,21.70273483947681,638.9356328154381,33.891003,7.519421217674199,4843.017687556875,168.74042260060415,-2.684699726094286,5.036100000000005,-5.513795240139312,0.4347826086956521,3,22.993195061157675,12,11,3,19.35240459414277,1.4894282501479792,3.04598385028292,3,55.78024963192181,1.3309040679573425,0.5394746309255578,1,43.01285240407817,23.4
4-Fluoroisobutyrfentanyl,CC(C)C(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1,0.0,0.0329329283423157,0.7566090654391142,0.6033577520002877,4.009942579849134,0.8791176226191619,5.817220841045895,1,-0.0488664234060351,1.074126736899976,0.0,4,23.550000000000004,23.550000000000004,6.13448275862069,1.7315174678163123,3.088567432309884,1,1,36.48319950708767,1,2,0.1253225211942499,6.869288901434465,1,0.0394942316676898,39.15178009730724,32.25256913693026,0.3429625705263913,203.66233177216225,6.575471281571443,1.7957106032758623,-0.0471783785627124,1.987438746738092,6,5.972131734874338,4,2.951745962337592,39.34986773774828,-7.0006721159287135,-3.215322576557568,0.2068965517241379,0.0,4.379795970857479,0,37.28140236773064,0.1791902404283499,44.90921945274958,0.1329444078687007,10.683760683760685,6,21.70273483947681,570.0651924982889,34.494003,7.519421217674199,4752.163293536534,144.21213364161756,-3.873815533999636,4.521800000000004,-5.1899091245201685,0.4347826086956521,3,22.993195061157675,12,11,3,19.35240459414277,1.4894282501479792,1.8951948956478115,3,44.179309741689295,1.2789504372861091,-0.7356198696838129,0,24.81375119869333,19.8
4-Chloro furanyl fentanyl,O=C(c1ccco1)N(c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1,0.0,0.0526198199629097,1.0053123858066486,0.7216992038939792,3.7077109271607065,0.9343235824424476,0.0,0,-0.0652724690565786,0.9884412918212676,0.0,5,36.690000000000005,36.690000000000005,6.217105263157895,1.7112759601098106,3.2375930271326947,1,2,36.48319950708767,2,0,0.073875083948959,3.003827437838381,0,-0.0072130430489996,25.30430569792599,28.95987934049528,0.3845590344478048,157.52536764655713,7.558526957777791,1.8925443464912284,-0.0573543502516704,2.20785157510125,6,5.92591133511528,4,4.463216370136464,39.40571263635994,-7.450261284124082,-3.452281274393254,0.1875,0.0,4.36568229297892,0,36.386129635310574,0.228630148643693,49.89914624196494,0.1462414842248244,11.039480800432669,6,22.203125,637.4672332351106,31.614175,7.956487747521335,5615.163998718922,179.01281832539132,-4.497372319457737,5.286900000000005,-5.94718845188297,0.2916666666666667,3,28.944527460850228,17,14,4,23.433637308690084,1.301367784916939,3.2548916607387657,4,41.93277523254056,1.3756707431998247,-0.3483000099994372,1,29.165378004696915,22.6
ortho-Methyl acrylfentanyl,C=CC(=O)N(c1ccccc1C)C1CCN(CCc2ccccc2)CC1,0.0,0.0815274967293223,1.0206540471061256,0.7514867254149257,3.701966404454689,0.9552380500814476,0.0,0,-0.0422890222051087,1.045915826132305,0.0,3,23.550000000000004,23.550000000000004,6.072321428571429,1.7957175298823098,2.995744567724748,1,1,36.48319950708767,2,1,0.1055408970976253,8.915004997654014,0,0.0615343375121756,32.22804289761662,23.96854622924601,0.3388543687034755,204.26036908617928,6.448521546592606,1.8233478692857148,-0.0488994933029104,1.9910193449502944,6,6.231271890120194,4,4.526019701281696,34.97478410541577,-7.612410250646905,-3.183712776614972,0.2142857142857142,0.0,4.467049319727891,0,31.36349632156925,0.1838305372449214,39.32355258775637,0.150528136633237,10.51862673484295,6,20.72704081632653,605.4066595071477,32.377796,7.521385655223798,4443.373949934657,136.1081873343709,-4.572803369934868,4.221120000000004,-4.935303189019519,0.3478260869565217,3,24.741277186980625,12,11,3,18.57326498439736,1.4844818260002357,3.5345724457110306,3,55.10987223129138,1.3452506801266544,-0.6138054952546432,0,23.099010936235302,17.0
4-Methoxybutyrfentanyl,CCCC(=O)N(c1ccc(OC)cc1)C1CCN(CCc2ccccc2)CC1,5.749511833283905,0.0753352484818214,1.1203316222047066,0.77059751805333,3.702055806885588,0.9376727324186396,5.749511833283905,0,-0.0182588982047712,1.0488510526978614,1.6668429021290745,4,32.78,32.78,6.121774193548388,1.7424946372815704,3.030051428615188,1,2,43.5929970483652,1,2,0.099009900990099,5.24165042617649,0,-0.0047869015424963,45.06968614346864,38.17047518309165,0.2695526161826343,319.1362172470858,6.337439637733349,1.761940934193549,-0.080041111084968,1.9875097325555,8,7.783697620024522,6,4.607809296337226,54.19065337787436,-9.880088535258368,-4.104579147035852,0.2666666666666666,0.0,4.566938591794743,0,37.78431794449526,0.2477388803565162,47.535946637256565,0.113069628678332,12.0,8,22.68,649.2703971787798,38.126624000000014,7.59012584991461,4825.721843155474,129.23858123845244,-4.094535513340409,4.5354000000000045,-5.402914619504587,0.4583333333333333,3,27.462737713416217,12,11,3,19.68543018277849,1.4749826364451095,3.2008923627335086,3,37.255572541998674,1.2839851370805824,-0.2536920265854725,0,29.165378004696915,21.8
Despropionyl ortho-methyl fentanyl,Cc1ccccc1NC1CCN(CCc2ccccc2)CC1,0.0,0.0854416730203701,1.446363867407327,1.053750136150746,3.25765636710814,0.9920926902390708,0.0,0,-0.0565213554940545,1.0755720375350395,0.0,2,15.27,15.27,6.02758,1.860794102700144,2.88051380221855,0,0,30.576019777736164,0,1,0.0462962962962962,5.769032535726259,0,-0.0974984569582092,32.22804289761662,23.96854622924601,0.2870434004452621,247.7387019232809,6.129366642333348,1.814923601,-0.0065779784510477,1.989979794697516,6,7.23297375142027,4,3.6418418542169446,43.83131541421869,-7.961915021682961,-3.3265009075631657,0.2083333333333333,3.716805055164092,2.6002286470143616,1,31.36349632156925,0.2779266190099717,29.64664774779918,0.1166639784657636,8.74089490114464,5,16.84375,577.0653639786082,28.363381999999994,7.237912977950828,3371.672714848347,97.11651363513072,-4.581987487845266,4.114020000000004,-5.2857590965899615,0.4,3,22.62120218486463,12,10,3,14.440637623091368,1.314201712916242,4.0850940442724015,3,48.53093654769288,1.288438416261097,-0.3485702760896911,0,0.0,16.5
Acetyl-α-methylfentanyl,CC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1,0.0,0.0834862903687921,0.9792105480680148,0.7537097752131096,3.702034024061222,0.9459980951662904,0.0,0,-0.0600039662882458,1.0762300870584494,0.0,3,23.550000000000004,23.550000000000004,6.069090909090908,1.7883726815948036,2.944954191851711,1,1,35.980283930323054,1,2,0.1098901098901098,6.0924877173091465,0,0.0946397663002417,45.19362092645521,32.25256913693026,0.3024302142011881,241.75357435873704,6.343776670113222,1.8057923760000003,-0.0501287576129504,1.986872560729936,5,5.256332778673147,5,3.1545858021047413,37.23652644554627,-6.909548258166205,-3.146838720337502,0.1851851851851851,0.0,4.547630857898716,0,37.78431794449526,0.1941245993183203,36.85104087788367,0.1402474703539814,9.796296296296296,5,19.753086419753085,578.7788348262279,32.377796,7.406938390964053,4217.727026826361,113.20612776912706,-4.226796665493271,4.135100000000004,-4.376503405143032,0.4090909090909091,3,21.78044290805004,12,11,3,18.298999548461268,1.4719105681145097,2.4144032880599444,2,48.53093654769288,1.3184839468556568,-0.5398154399017075,0,35.23174507315853,11.4
Butyryl-F-fentanyl N-benzyl analog,CCCC(=O)N(c1ccc(F)cc1)C1CCN(Cc2ccccc2)CC1,0.0,0.030851849551891,0.7631685527773179,0.5975313237851694,4.009941303323453,0.8876629973127075,5.817220841045895,1,-0.0808526771169534,1.094859755861018,0.0,4,23.550000000000004,23.550000000000004,6.155454545454545,1.7268293736705798,3.1076905007125064,1,1,29.938443101175096,1,1,0.0901073619631901,4.906292022254775,0,0.0293273856219825,45.1936209264552,38.17047518309165,0.3246081608729012,220.99576417445635,6.68322154158492,1.802458661272728,-0.0497020318436783,1.9867498587575103,7,6.129613833508758,5,3.240391688460044,43.4333226630628,-7.120204792717956,-3.274205858050452,0.2142857142857142,0.0,4.34897704606534,0,37.78431794449526,0.1824366423784934,42.56384458632832,0.1337418273314949,10.51862673484295,6,20.72704081632653,559.2328679510414,32.48758899999999,7.579327637836627,4608.390701065773,128.83936567327203,-3.289990100336959,4.623400000000005,-5.169117624037693,0.4090909090909091,3,25.288955182438578,12,11,3,19.736875802665026,1.5203566871843646,1.8648892220973967,3,37.255572541998674,1.274489119414394,-0.2472432694544862,0,17.89001399900271,17.8
β-Hydroxyfentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1,0.0,0.0079654704838004,0.9622859019584764,0.8198834094324419,3.702001828414308,0.8956361690118801,0.0,0,-0.0785166246523374,1.1075635013801044,0.0,4,43.78,43.78,6.15625,1.7258535867977465,3.112659396586312,1,2,41.58972690192837,1,1,0.0935828877005347,4.3583256387571865,0,0.0119668741670034,38.33200928536492,37.85361994791396,0.3271858945323694,218.55846423392384,6.522501446962978,1.7871275777857147,-0.0212135619544203,1.9869281901694376,6,4.819135386173799,5,1.91833786217236,41.77200754472232,-7.946073662288156,-3.5436156209380734,0.2142857142857142,0.0,4.276514077853364,1,37.78431794449526,0.1992748427748604,48.833266286665065,0.1165866997171203,10.51862673484295,6,20.72704081632653,566.356736569333,32.377796,7.438052592937722,4509.861490507396,130.8312426229267,-3.932049309439969,3.627600000000003,-3.808677272665909,0.4090909090909091,3,24.150751485320047,12,11,3,19.52692989243931,1.484860280400744,1.947978330858923,2,55.4546737473835,1.27687302239015,-0.5205826799152526,0,72.48731761515721,11.4
2-Methylfuranyl fentanyl,Cc1ccc(C(=O)N(c2ccccc2)C2CCN(CCc3ccccc3)CC2)o1,0.0,0.0665648231720797,0.9762367362011728,0.7441118156180833,3.707918754672008,0.9494858920877446,5.760247418874442,0,-0.0869308963239064,1.076433430887312,0.0,4,36.690000000000005,36.690000000000005,6.1675,1.772867867626363,3.0821183032968253,1,2,36.48319950708767,1,1,0.0596658711217183,4.943300964315158,0,0.0559831009718141,32.22804289761662,34.72012675936972,0.3266869133470267,235.65719606617688,6.81079084449124,1.8393993446666672,-0.0579802573491574,1.9884455180280645,6,6.076117450704391,4,3.002716613326281,42.06811097150656,-8.402837820374243,-3.935666485276995,0.1875,0.0,4.445435379398672,0,31.36349632156925,0.2251155791790372,41.829694296762085,0.1449399498324305,11.039480800432669,6,22.203125,645.517275570234,34.113796,7.942395552684415,5323.493002352963,150.99773896445717,-3.9916048144558913,4.941920000000005,-5.735840656284045,0.32,3,29.470793334578023,17,15,4,22.61184414705676,1.3029931783069362,3.4936521551933235,4,48.53093654769288,1.3311843946938808,-0.2871607685863275,0,48.22184934131076,20.0
Despropionyl-2-fluorofentanyl,Fc1ccccc1NC1CCN(CCc2ccccc2)CC1,0.0,0.0111221479431251,0.8716870413174387,0.661828661769512,4.009936396217674,0.946098574739051,5.817220841045895,1,-0.1196128797305109,1.125216299438,0.0,3,15.27,15.27,6.14636170212766,1.7802432111380275,3.0047585660194684,0,0,30.576019777736164,0,0,0.0269905533063427,3.2721598639455785,0,-0.0593007006884191,25.30430569792599,18.40509473754901,0.3203641892334633,202.06540540825483,6.626322821244458,1.820145470638299,-0.0069147897007392,1.9866467532077,6,6.5206683848291895,4,3.248508520883611,42.515353967803904,-7.316960476395194,-3.252103734311855,0.2083333333333333,3.341805055164092,2.506478647014361,1,25.67611004688569,0.2579292243825999,35.62298809972594,0.1089432141541642,8.74089490114464,5,16.84375,532.1149253176391,26.466760999999995,7.237912977950828,3587.7357071518463,101.34027276252392,-4.189107118218547,3.944700000000004,-5.176092850052025,0.3684210526315789,3,22.62120218486463,12,11,3,14.440637623091368,1.314201712916242,1.8688406007462304,3,42.46456947923127,1.2491630266726776,-0.5395280554930874,0,12.13273413692322,14.0
2-Fluoro butyrfentanyl,CCCC(=O)N(c1ccccc1F)C1CCN(CCc2ccccc2)CC1,0.0,0.0329329283423157,0.7639976655009094,0.6033577520002876,4.00994783184481,0.923621398685328,5.817220841045895,1,-0.0892328170657511,1.113772302101483,0.0,4,23.550000000000004,23.550000000000004,6.13448275862069,1.736564844727266,3.0393730126283933,1,1,36.48319950708767,1,1,0.0866199778842609,4.909395600641542,0,0.0319712934229525,45.06968614346864,38.17047518309165,0.3214430379666243,232.4693217056025,6.575471281571443,1.7957106032758623,-0.0471783785627125,1.9873909345904568,8,6.971996085222615,6,4.052300081821255,46.16997745141836,-9.13395963022367,-3.95268078456279,0.2413793103448276,0.0,4.181246456916099,0,32.096931669811696,0.1717930026238853,40.44427387300515,0.1271509709150288,11.253462603878116,7,21.70273483947681,601.2469007649895,34.494003,7.51726606271257,4808.337749830835,136.2140020723115,-4.045962373189045,4.665900000000004,-5.563709124520169,0.4347826086956521,3,26.971529874848013,12,11,3,19.716401280542268,1.5011131896599397,1.4702555679038918,3,49.38830667892189,1.258703637691897,-0.3236181827435736,0,12.990104268152232,21.1
ortho-Methyl methoxyacetyl fentanyl,COCC(=O)N(c1ccccc1C)C1CCN(CCc2ccccc2)CC1,0.0,0.0729245181797262,1.246508894627691,0.7646840991369994,3.7025209001469546,0.920733100591782,6.606881964512918,0,0.0448119617520763,0.972462994822768,1.5834495972401816,4,32.78,32.78,6.140677966101695,1.7335417722876296,3.060044340366863,1,2,50.199879012878114,1,2,0.1028277634961439,5.326751213241286,0,-0.0651091878834551,32.22804289761662,23.96854622924601,0.2962836127197215,265.97403075833296,6.425100494736856,1.7665143949152546,-0.0838124436121233,1.990594737836246,7,6.336046292894411,4,3.076166806611431,38.40039691113867,-6.446952826335853,-2.5820121392945934,0.2413793103448276,0.0,4.493746456916099,0,38.47329386284678,0.1928996414425872,47.06721909547866,0.1300508816666059,11.253462603878116,7,21.70273483947681,601.058896847817,36.12021000000001,7.51726606271257,4718.60559409115,126.2624402467774,-3.976855831590472,3.6815200000000026,-5.008944572586756,0.4347826086956521,3,24.741277186980625,12,10,3,18.57326498439736,1.5011131896599397,3.534424530254673,3,48.53093654769288,1.341512170739478,-0.6209351307224833,0,23.099010936235302,11.9
Benzylfuranyl fentanyl,O=C(c1ccco1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,0.0,0.0589675614459706,1.0351409615079512,0.7336055459942665,3.707682761830366,0.9454203934476634,0.0,0,-0.0988439083510948,1.0645170515155042,0.0,4,36.690000000000005,36.690000000000005,6.21388888888889,1.7603440707027531,3.061072123353881,1,2,29.938443101175096,2,0,0.0257069408740359,2.92429154069035,0,-0.0104810221460468,25.42824048091256,28.95987934049528,0.3275307453523104,216.58909911108103,7.062427019764719,1.8579996933333336,-0.0646340514894333,1.987306178384889,5,4.829403502141597,3,3.4595480938013408,32.57438563261728,-6.398451891290759,-3.2836512515630263,0.1666666666666666,0.0,4.380025273998488,0,31.36349632156925,0.2304884469078259,43.99264592392576,0.1474301239168817,10.15625,5,20.28,593.6355198970424,30.100967999999995,7.912823535621682,5030.991997455027,129.13438511621848,-4.6336424958504425,4.591000000000004,-4.814097766886797,0.2608695652173913,3,29.72693903631677,17,14,4,21.48428578952014,1.3367022051596538,2.660652800465661,3,48.53093654769288,1.345167999442797,-0.3960508928353367,0,41.29811214162014,15.0
Cyclopentyl fentanyl,O=C(C1CCCC1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.0,0.0872085096880208,1.007378578930617,0.7577547370659495,3.701955306676032,0.958339635059453,0.0,0,-0.10258043386052,1.1374465649373076,0.0,3,23.550000000000004,23.550000000000004,6.044444444444444,1.84059425145704,2.826711928704216,1,1,36.48319950708767,1,0,0.0244498777506112,3.274010613504661,1,0.0365102303156257,50.98759218963004,44.08838122925306,0.2706580367605413,302.73950526672627,6.270857727400014,1.8242596495238104,-0.0218786813143316,1.987237463637236,10,11.068958459944696,8,7.794947846440035,50.058949573244334,-9.468688975301882,-4.491182642606509,0.1935483870967742,0.0,4.719484756865709,0,37.28140236773064,0.1778215388268993,37.01601753865195,0.1322563844678714,10.85782272456871,6,21.24037460978148,632.5211114820459,36.39062400000001,7.576513707031561,4967.7121383420745,117.90496072377496,-5.511976081082125,4.916900000000005,-5.087417665687484,0.48,3,35.16905855897606,12,11,4,22.97186396408621,1.2922571037913362,2.4945206373412545,2,61.372579793544894,1.2404718036902378,-1.089981969755669,0,6.06636706846161,24.2
Benzoylbenzyl fentanyl,O=C(c1ccccc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,0.0,0.0758487059330736,1.0420371325691324,0.7240018131009283,3.701984438755634,0.9627498318147876,0.0,0,-0.0928177412168959,1.0546623571628442,0.0,3,23.550000000000004,23.550000000000004,6.101754385964912,1.844256963302702,2.8056196193252134,1,1,29.938443101175096,1,0,0.0244498777506112,2.987556638587482,0,0.0152832921678856,25.42824048091256,28.76308341331784,0.3413452186975081,204.9151158349088,6.855639138000013,1.8990717905263164,-0.0273621917072929,1.9942904064221911,5,4.960376933372062,3,1.9728202947845803,32.89810768234958,-5.924286225540375,-3.352889067198887,0.1612903225806451,0.0,4.497212773998488,0,36.926947813266246,0.1705175166298695,40.81129609657879,0.1441525333351812,10.85782272456871,5,21.24037460978148,621.7335263606947,30.371382,8.025066645082731,5078.64389020841,142.35590771362584,-4.5946629253534885,4.998000000000004,-5.290023391054963,0.24,4,35.67191934627367,18,16,4,23.91816629486185,1.342708583391531,3.080701931229078,3,66.73003775307771,1.3754611589592465,-0.0263833858548718,0,65.56358041546657,19.3
meta-Methyl acetylfentanyl,CC(=O)N(c1cccc(C)c1)C1CCN(CCc2ccccc2)CC1,0.0,0.0834862903687921,0.9985032252409834,0.7537097752131096,3.70203409161376,0.932108556920004,0.0,0,-0.0167787326871137,1.031024421111158,0.0,3,23.550000000000004,23.550000000000004,6.06909090909091,1.7895841505761343,2.925577807703704,1,1,36.48319950708767,1,2,0.1098901098901098,6.985669903572591,0,0.0764689618383384,39.15178009730724,30.89228342893664,0.2914724013039402,260.6929559855294,6.343776670113222,1.8057923760000003,-0.0501287576129504,1.9903164721060176,6,6.408605393157161,4,3.184952814841884,39.90138956430263,-7.607957875698655,-3.283465525085547,0.1851851851851851,0.0,4.527376228269086,0,38.28723352125987,0.19673850057223,38.39658525518869,0.1421406384977961,9.796296296296296,5,19.753086419753085,582.6426250586114,32.377796,7.43816291747585,4174.732326136381,113.88563729480911,-3.312629618689559,4.055020000000003,-4.884193405143032,0.4090909090909091,3,22.797204829906264,12,10,3,17.19082004704894,1.4399172192264962,3.6333605181507633,3,42.46456947923127,1.3340546443632686,-0.4169669972446798,0,10.966276799312087,13.8
Isobutyl-F-fentanyl N-benzyl analog,CC(C)C(=O)N(c1ccc(F)cc1)C1CCN(Cc2ccccc2)CC1,0.0,0.030851849551891,0.7556424006274681,0.5975313237851694,4.009941357229753,0.8936457824726438,5.817220841045895,1,-0.0380862428530615,1.0529002354511618,0.0,4,23.550000000000004,23.550000000000004,6.155454545454545,1.721045154325472,3.121933661130685,1,1,29.938443101175096,1,2,0.1303680981595092,6.708608719122789,1,0.0369982714670216,39.275714880293805,32.25256913693026,0.3370757224794178,202.8493915757053,6.68322154158492,1.802458661272728,-0.0497020318436783,1.9868380579558933,5,4.734957295590412,3,1.86640873015873,31.63568467935224,-7.412888513372488,-3.462513779067607,0.1785714285714285,0.0,4.331834425128076,0,37.28140236773064,0.1828378539574777,41.152890270115705,0.1356506383811027,9.97229916897507,5,20.72704081632653,556.3182664286194,32.48758899999999,7.582388376715791,4647.962840248594,130.63011041574487,-3.275223796830179,4.479300000000004,-4.7953176240376925,0.4090909090909091,3,20.87993974517251,12,11,3,19.28339420517914,1.5389314139877512,1.842206669010352,3,44.179309741689295,1.2957188248494598,0.2052178666092637,0,24.81375119869333,16.8
Benzodioxole fentanyl,O=C(c1ccc2c(c1)OCO2)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,11.49902366656781,0.0517766568836994,1.0670750349218263,0.7439148851949944,3.702441784243836,0.876272976513656,0.0,0,-0.0212236314464014,0.9952899715695396,0.0,5,42.010000000000005,42.010000000000005,6.25078125,1.7597297391398747,3.147395943809191,1,3,43.27614181318749,1,0,0.0217864923747276,3.249504995611817,0,0.0325654196587443,25.30430569792599,28.76308341331784,0.3491730230257287,216.4258955851164,7.136833212600013,1.8534443856250007,-0.0663343860477091,1.9965037568806008,7,6.225680499288013,4,2.976175503676197,45.452255027157264,-8.356601510400383,-3.9602568994365854,0.1666666666666666,0.0,4.489876179249375,0,36.926947813266246,0.1806326339362904,69.94457572683902,0.1028097058537875,11.620158267388588,6,23.7283950617284,628.6944402238952,35.849796000000005,8.318322957483375,6108.585169132568,179.7384884622458,-3.80527502739684,4.769200000000004,-5.700988190176036,0.2962962962962963,4,33.93513555203222,18,16,5,28.24892223388599,1.1665787193504962,4.27792818410574,5,48.53093654769288,1.3795906712712167,-0.1039566401837417,0,47.36447921008175,22.8
3-Methylfentanyl,CCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2ccccc2)C[C@@H]1C,0.0,0.0850978220872613,1.0069166990621918,0.7632520274077722,3.701937839141136,0.95454070982059,0.0,0,-0.0464899979927612,1.0735516604382511,0.0,3,23.550000000000004,23.550000000000004,6.052586206896552,1.795530893269023,2.9210690060279987,1,1,36.48319950708767,1,2,0.1055408970976253,7.44869547034455,1,0.0685169091073153,39.15178009730724,32.25256913693026,0.2985127871566413,256.63699615294473,6.2542109567857285,1.7988718844827591,-0.0475608157134554,1.986814672060345,6,5.8840018530135705,4,2.6814912237618698,37.521330616186646,-7.25127793327768,-3.1388637263282653,0.2142857142857142,0.0,4.604131235827664,0,37.78431794449526,0.1865582120798829,37.3059638381162,0.1367211076633805,10.51862673484295,6,20.72704081632653,607.9057251749822,34.38421,7.45403250247838,4431.02202928273,121.0727748630718,-4.208323647775913,4.382700000000004,-4.8978540090277765,0.4347826086956521,3,24.17611902307146,12,11,3,19.087570020205177,1.5145448643432986,2.43359716326843,2,62.37841094707413,1.2959876866265068,-0.6175860325735836,0,25.12283840507545,17.4
3-Methylthiofentanyl,CCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2cccs2)C[C@@H]1C,0.0,0.0826087519156353,0.9967945762652016,0.757050422881622,3.701936312548957,0.954663704042361,0.0,0,0.0085004989277823,0.9905111380018882,0.0,4,23.550000000000004,51.790000000000006,6.063636363636364,1.7027102006536623,3.108204721462936,1,1,36.48319950708767,2,2,0.106951871657754,7.501646859233439,1,0.0730798277275648,39.15178009730724,31.56626483893457,0.3342598770045085,207.0597567540776,6.720608198415109,1.8804869214545457,0.0013435753168407,2.9363843130150675,6,5.985620376747271,4,2.733919932680755,35.05427190059333,-7.354472825143588,-3.4858905050390265,0.2222222222222222,0.0,4.612855515663055,0,42.66146513819656,0.1989371302783018,39.00576419363317,0.1457931253939286,9.796296296296296,6,19.753086419753085,596.3324714871098,34.837796000000004,7.35356226637368,4530.970759045247,130.42484914831155,-3.2911800520191603,4.444200000000004,-4.465778517309782,0.4761904761904761,2,18.9473078542132,11,9,3,17.677051980675998,1.532875551781133,2.5000786447499115,2,38.112942673227685,1.3215093856453828,-0.3883599466614227,0,36.459624283010186,15.5
