fold_idx,repeat_idx,compound_idx,y_true,y_pred,train_r2_fold,train_rmse_fold,train_mae_fold,cv_r2_fold,cv_rmse_fold,cv_mae_fold,best_hp_json
0,0,0,12.4,12.11020469456582,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,2,16.1,16.373612605093843,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,6,15.2,15.560871653982701,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,10,9.8,10.574625867685352,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,11,13.5,14.041495836884387,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,19,9.3,10.696415377385565,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,30,11.4,10.172686240902594,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,31,20.0,20.383769651314804,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,33,21.1,20.00140923633559,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,43,13.8,13.752736489145985,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,44,14.5,13.736329694073559,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,45,16.0,15.784471346141556,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,65,23.5,21.912475125076572,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,76,25.1,18.581123089288774,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,78,7.4,8.80000559594544,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,82,7.9,7.44139458875587,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,85,24.6,25.05073886379546,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,91,20.8,20.33242214259353,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
0,0,93,19.6,19.515727876546258,0.9850645198518237,0.739051069420013,0.5522306035122604,0.9034584407450177,1.689594990785782,0.965292364666392,"{""est__alpha"": 0.04832930238571752}"
1,0,3,12.4,13.199338013536316,0.9960895006840402,0.36694291787005134,0.28155579882521115,0.8395157072786168,2.4700884974579247,1.600726423975398,"{""est__alpha"": 0.018329807108324356}"
1,0,5,15.9,16.248562393711186,0.9960895006840402,0.36694291787005134,0.28155579882521115,0.8395157072786168,2.4700884974579247,1.600726423975398,"{""est__alpha"": 0.018329807108324356}"
1,0,14,19.1,19.37385064532689,0.9960895006840402,0.36694291787005134,0.28155579882521115,0.8395157072786168,2.4700884974579247,1.600726423975398,"{""est__alpha"": 0.018329807108324356}"
1,0,16,16.8,17.97661405970475,0.9960895006840402,0.36694291787005134,0.28155579882521115,0.8395157072786168,2.4700884974579247,1.600726423975398,"{""est__alpha"": 0.018329807108324356}"
1,0,17,25.0,24.223618342783837,0.9960895006840402,0.36694291787005134,0.28155579882521115,0.8395157072786168,2.4700884974579247,1.600726423975398,"{""est__alpha"": 0.018329807108324356}"
1,0,23,19.8,17.285722047975117,0.9960895006840402,0.36694291787005134,0.28155579882521115,0.8395157072786168,2.4700884974579247,1.600726423975398,"{""est__alpha"": 0.018329807108324356}"
1,0,29,17.8,17.175470352622195,0.9960895006840402,0.36694291787005134,0.28155579882521115,0.8395157072786168,2.4700884974579247,1.600726423975398,"{""est__alpha"": 0.018329807108324356}"
1,0,36,24.2,21.804919122685966,0.9960895006840402,0.36694291787005134,0.28155579882521115,0.8395157072786168,2.4700884974579247,1.600726423975398,"{""est__alpha"": 0.018329807108324356}"
1,0,46,8.8,10.770436911359,0.9960895006840402,0.36694291787005134,0.28155579882521115,0.8395157072786168,2.4700884974579247,1.600726423975398,"{""est__alpha"": 0.018329807108324356}"
1,0,53,14.3,14.272260062206637,0.9960895006840402,0.36694291787005134,0.28155579882521115,0.8395157072786168,2.4700884974579247,1.600726423975398,"{""est__alpha"": 0.018329807108324356}"
