ssot_num,rep_id,algo_id,candidate,p_y_scram_exact,null_r2_mean,null_r2_sd,null_r2_max,ad_coverage_rate,ad_threshold,train_r2_mean,cv_rmse_min_repeat,cv_rmse_max_repeat
1,mordred,ridge,mordred__ridge,0.009900990099009901,-0.39584571748461905,0.15142173630355305,-0.0516183377553643,0.9468085106382979,9.823668626679451,0.9671377722048886,1.8182117810818093,2.09307015902456
2,mordred,rf,mordred__rf,0.009900990099009901,-0.12661491537401445,0.08013566066222966,0.0793693102163164,0.9468085106382979,9.823668626679451,0.9773229447565681,1.915231995903147,2.133586716168186
3,mordred,xgb,mordred__xgb,0.009900990099009901,-0.30334418579591044,0.1426646910837243,-0.0012619197184487,0.9468085106382979,9.823668626679451,0.9983202278420428,1.766469101032714,1.9791991110065577
4,mordred,gp_rbf,mordred__gp_rbf,0.009900990099009901,-0.03551412305373845,0.028778780453877637,0.0811091755016764,0.9468085106382979,9.823668626679451,0.988866312397359,1.6937404166018042,1.900738875400009
5,mordred,mlp,mordred__mlp,0.009900990099009901,-1.0653848143555948,0.3125159234220215,-0.37542840352336,0.9468085106382979,9.823668626679451,0.9922219920092074,1.829075693625558,2.019115032043704
