compound,smiles,nAromAtom,nAromBond,naRing,n6aRing,nRing,n6Ring,piPC1,piPC2,piPC3,piPC4,piPC5,piPC6,piPC7,piPC8,piPC9,piPC10,TpiPC10,SLogP,SMR,FilterItLogS,MW,AMW,Vabc,VMcGowan,TASA,RASA,LabuteASA,nRot,RotRatio,Kier1,Kier2,Kier3,FCSP3,C2SP3,C3SP3,GRAV,nBonds,nBondsM,nAtom,nHeavyAtom,nC,TopoPSA(NO),TopoPSA,apol,bpol,TPSA,RPSA,DPSA1,DPSA2,DPSA3,FNSA1,FPSA1,WNSA1,WPSA1,RNCG,RPCG,nO,nHetero,nHBAcc,nHBDon,SssNH,SsssN,PEOE_VSA6,PEOE_VSA8,PEOE_VSA10,SMR_VSA5,SMR_VSA7,SMR_VSA9,SlogP_VSA2,SlogP_VSA5,SlogP_VSA6,SlogP_VSA11,EState_VSA7,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,NaaCH,NaasC,SaaCH,SaasC,NsCH3,SsCH3,NssCH2,SssCH2,NdO,SdO,C2SP2,C1SP2,ETA_beta,ETA_beta_ns,AETA_beta_ns,ETA_dBeta,AETA_dBeta,ETA_epsilon_1,ETA_eta_F,ETA_psi_1,ETA_shape_p,AATS1p,AATS2p,AATS3p,AATS1se,AATS2se,AATS3se,AATS1are,AATS2are,AATS3are,MATS1p,MATS1se,MATS1are,GATS1p,GATS1se,GATS1are,MATS2p,MATS2se,MATS2are,GATS2p,GATS2se,GATS2are,Mor01,Mor02,Mor03,Mor06,Mor01p,Mor02p,Mor03p,Mor06p,Mor01se,Mor02se,Mor03se,Mor06se,Xp-0d,Xp-1d,Xp-2d,IC1,AMID_C,BalabanJ,BertzCT,nF,nCl,MDEC-22,MDEC-23,BCUTp-1h,BCUTse-1h,retention_time_min
Acetylfentanyl,CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,12,12,2,2,3,3,3.5263605246161616,3.9889840465642745,4.412798293340635,4.873287102945032,5.286371295529636,5.051457288616511,5.279707777298865,5.43208310671103,5.341137363730965,5.515442845536684,7.347501033567134,3.7466000000000026,99.21000000000006,-4.353895991605922,322.2045134520007,6.444090269040014,325.2313073182576,269.9000000000002,553.879304000519,0.9286505452839816,144.44833464205178,5,0.1923076923076923,18.7810650887574,9.629757785467127,5.497025419145484,0.3809523809523809,4,0,3992.742090779732,52,13,50,24,21,23.550000000000004,23.550000000000004,55.408617999999976,30.371382,42.55528252216762,0.0713494547160184,236.2059032467228,924.9622384098049,39.05469969402233,0.3019850721402304,0.6980149278597698,107.4264228816557,248.30779311883248,0.1995855320094577,0.1441927802195302,1,3,2,0,0.0,4.501334561602419,48.53093654769288,38.28723352125987,0.0,32.22804289761662,66.2271221763131,0.0,36.48319950708767,25.32883193723964,60.6636706846161,0.0,35.23174507315853,21.03316192814382,3.187641357660297,4.901931138196019,0.0,10,2,20.71568481384132,2.418525075663875,1,1.6753742283950617,6,6.414198267461255,1,12.14820634969226,11,1,28.75,14.0,0.5833333333333334,-0.75,-0.03125,0.5233333333333335,18.668168138388065,0.6333938294010892,0.0716332378223495,1.8135113857692309,1.5147243825122692,1.3077615804248126,7.51897046153846,7.498056172043012,7.442982437499999,6.0875,6.002505376344086,5.879843750000001,-0.0529939772662796,0.0455628162297386,0.0814585941008429,1.1539228702645503,0.7139564193865995,0.744119340502893,-0.0691053929286467,0.077567470332921,0.0520488864655906,1.0734389856562692,0.9353840120120496,1.018841964692914,1225.0,37.08251684281269,-6.766406426002145,-3.178714100836321,537.295153849878,23.344974248162902,-2.9726381466039595,-0.3555834976169253,1185.9416591649697,36.87136767816253,-6.840674551508104,-2.816945305416422,16.77781011412252,11.737183443017884,10.081649012894257,2.8999872017765096,1.786793277798785,1.420848366864194,633.4030250336976,0,0,25.56113877978133,15.428565791784632,1.9864443082880936,3.7020315109778417,9.8
Acrylfentanyl,C=CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,12,12,2,2,3,3,3.58351893845611,4.02535169073515,4.483002552013883,4.903421209789107,5.335733567933459,5.131376911792384,5.365099462737823,5.548589585250499,5.509894281490781,5.531411248715415,7.425618580099778,3.9127000000000014,103.73300000000005,-4.405716897476341,334.2045134520007,6.553029675529426,339.8908335943731,279.69000000000034,593.574728358448,0.954214749600948,150.1236737242641,6,0.2222222222222222,19.753086419753085,10.36408163265306,5.736296296296296,0.3181818181818182,4,0,4196.73501440468,53,14,51,25,22,23.550000000000004,23.550000000000004,57.07861799999998,30.371382,28.48097619514485,0.0457852503990518,193.78114849124924,1019.4695318316922,39.77094991727158,0.3442413219003331,0.655758678099667,133.20531535686922,253.74798421079768,0.1865625858927718,0.1526249626716009,1,3,2,0,0.0,4.423209561602419,55.10987223129138,31.36349632156925,0.0,25.30430569792599,78.88207796674548,0.0,36.48319950708767,18.40509473754901,73.31862647504849,0.0,35.23174507315853,20.823673130159143,4.514682252722025,6.825004806347006,0.0,10,2,20.5728626825233,2.354172458583985,0,0.0,6,6.236121925813484,1,12.39820634969226,12,2,30.25,15.0,0.6,-0.25,-0.01,0.5267973856209152,20.98299609385053,0.6363636363636367,0.0686813186813186,1.831914944528302,1.5471245814402474,1.3165358165544154,7.519376981132074,7.511187569892473,7.412911692307691,6.090566037735849,6.024763440860214,5.852438461538463,-0.0516293477999497,0.0446136041248639,0.0794819362867465,1.12570301315294,0.7140048487800813,0.7421948365707324,-0.09696798573402,0.0686115978103967,0.0356329611391296,1.0896898221853972,0.9570848785182934,1.0429463159103285,1275.0,40.32400390452656,-6.815981519123911,-3.902659718847704,570.4739670235307,24.79153921469098,-3.182004373595069,-0.1809069038524188,1235.1404938335784,39.98307324928735,-6.878441585457736,-3.5076291032423192,17.484916895309066,12.275188245478668,10.22316425169454,2.9073259698373364,1.7932928916880098,1.4478148083944091,675.6881119945596,0,0,27.935245956591373,16.708325097914926,1.986936506401752,3.7019635379419378,13.5
Cyclopropylfentanyl,O=C(C1CC1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,12,12,2,2,4,3,3.610917912644224,4.07753744390572,4.505349850705881,4.9469852670198,5.354815840453299,5.188781479479729,5.4241236849732894,5.614495783829436,5.618133805122508,5.672893621622456,7.496964542621773,4.136700000000004,106.26000000000006,-4.54987318901952,348.22016351600075,6.448521546592606,347.4668188182305,287.2200000000007,594.2025306650212,0.9403856871125428,156.17238771731576,6,0.2068965517241379,19.322235434007133,9.467455621301776,5.517700957934194,0.4347826086956521,6,1,4452.9074995018,57,13,54,26,23,23.550000000000004,23.550000000000004,60.082203999999976,32.377796,37.66856096071596,0.0596143128874574,235.6337019678768,1030.807960287527,39.23420483268667,0.3135429005292706,0.6864570994707293,125.18547597302238,274.0756004592783,0.1894370584886705,0.1408960322450036,1,3,2,0,0.0,4.667139077853364,48.53093654769288,37.28140236773064,0.0,38.14594894377801,66.2271221763131,0.0,36.48319950708767,31.24673798340104,60.6636706846161,0.0,18.19910120538483,21.332516521523765,5.384299487710174,3.274010613504661,0.0,10,2,20.98670607388792,2.482946563267181,0,0.0,8,8.658310101214834,1,12.909780423766334,11,1,30.25,14.0,0.5384615384615384,-2.25,-0.0865384615384615,0.5216049382716051,19.41727988653085,0.6391231028667793,0.0263852242744063,1.8402873803508768,1.5187344034195298,1.280148301436914,7.5060223859649104,7.476694588235292,7.4073512571428575,6.075438596491228,5.979343137254903,5.837728571428572,-0.0250625036916945,0.0479174905531825,0.0837938014467976,1.1210336526778713,0.7059093724697273,0.7383027477760673,-0.1319501702128201,0.0661427817192119,0.0275612337615176,1.1376463427489991,0.9358311184403784,1.0313693903685344,1431.0,38.25761030697779,-7.217256922075143,-4.509469778825807,632.904401764467,23.853234353926528,-3.0183464285802413,-0.6943186019440613,1382.8853574476868,37.72274619730147,-6.958947177277855,-4.0915810089516205,17.76937394568524,12.809663088089316,11.034178758009975,2.898367142425093,1.811810588080665,1.262123117852007,703.5023816059077,0,0,29.880188367624456,20.69951607584148,1.986974053839884,3.701951777965632,17.6
Benzoylfentanyl,O=C(c1ccccc1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,18,18,3,3,4,4,3.7612001156935615,4.255612709818223,4.755743044467466,5.2331119564227615,5.695624286954738,5.550291299530123,5.861854029226696,6.075920578648298,6.274173335759582,6.435348765120091,7.983717139214928,5.040500000000004,119.30150000000005,-5.6837939638428026,384.2201635160008,6.7407046230877325,380.5453976465771,316.5900000000009,649.4306970668398,0.9596490662052914,173.14048673371914,6,0.1875,22.203125,11.571428571428571,6.2571900826446285,0.2692307692307692,4,0,5156.220000134385,60,19,57,29,26,23.550000000000004,23.550000000000004,65.09220399999998,32.377796,27.30699792708339,0.0403509337947084,214.7145400273856,1234.6169637621065,42.62098238039773,0.3413605879976039,0.658639412002396,156.3342424629374,301.6396653627508,0.1673014847576292,0.1414337544824574,1,3,2,0,0.0,4.545174319727892,66.73003775307771,36.926947813266246,0.0,25.30430569792599,102.12240901031818,0.0,36.48319950708767,28.76308341331784,90.99550602692418,0.0,65.56358041546657,30.65357713254358,3.084689683546104,3.1393938456925468,0.0,15,3,30.419242497454977,3.1312405612377874,0,0.0,6,6.224083529238651,1,13.349132275618183,16,1,37.75,20.0,0.6896551724137931,2.25,0.0775862068965517,0.5309941520467837,27.001766540312047,0.6463414634146346,0.0235849056603773,1.8877180113333336,1.6156337050389908,1.3539246583385849,7.507747066666663,7.498203657142854,7.394890748299318,6.0841666666666665,6.02107619047619,5.841619047619049,-0.0254984495196928,0.0451925411111012,0.0781825876236224,1.052694069579175,0.7061321249501751,0.7329603861132241,-0.0979965941510069,0.0601460900301969,0.0198497376995162,1.0727875545752863,0.953688235946402,1.0401100301776909,1596.0,41.85624876315345,-7.180895986660282,-4.792139850800004,743.836504758479,27.29097281430788,-3.700302105218564,-0.2482079085905651,1545.1453720143293,41.15568770008023,-7.30112086372113,-4.336829387592728,19.89069428924488,14.309663088089316,12.094838929789798,2.814165071949772,1.8497570766023907,1.300371523141357,887.7659320534851,0,0,37.9080132589576,23.84662926255187,1.9947654470658904,3.7019867998795553,21.3
Butyrfentanyl,CCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,12,12,2,2,3,3,3.58351893845611,4.02535169073515,4.460144413937834,4.910814958814044,5.321179035691299,5.122474775851791,5.354520463106594,5.527442989539794,5.489195957274971,5.597263881277747,7.425618580099778,4.526800000000004,108.44400000000006,-5.145884009027776,350.2358135800008,6.2542109567857285,359.82327776597225,298.0800000000008,623.4290031095475,0.949519823977521,157.17821887084497,7,0.25,20.72704081632653,11.11111111111111,6.260869565217392,0.4347826086956521,6,0,4334.707964549643,58,13,56,26,23,23.550000000000004,23.550000000000004,61.41578999999997,34.38421,33.143916556326246,0.0504801760224789,272.64484803849695,1091.5397612929996,38.97078406136539,0.2923727587049704,0.7076272412950296,126.03838746503776,305.04961137353223,0.1860358639269159,0.1363788119949618,1,3,2,0,0.0,4.606156698790628,55.4546737473835,37.78431794449526,0.0,45.06968614346864,66.2271221763131,0.0,36.48319950708767,38.17047518309165,60.6636706846161,0.0,18.19910120538483,21.206787155164093,4.738245324115703,5.3181690637304815,0.0,10,2,20.883245226046768,2.451245078724787,1,2.0766468761517465,8,7.979767511694439,1,12.747511905247816,11,1,29.75,14.0,0.5384615384615384,-1.75,-0.0673076923076923,0.5136904761904765,19.668824212485703,0.6391231028667793,0.0659630606860158,1.7988718844827591,1.488045217746086,1.2625439810059311,7.492034896551721,7.455030857142853,7.38565016438356,6.052586206896552,5.946790476190476,5.806445205479453,-0.0475608157134554,0.0511695600669363,0.0850978220872613,1.1824040378329952,0.7234968378824096,0.7632520274077722,-0.087181512462673,0.0838934396755774,0.0548395522565267,1.1135165407212004,0.9316778454579572,1.020349817397788,1540.0,48.759888701397806,-9.254823073205593,-3.259795520199624,661.7937126068755,27.562383311638573,-3.850608550854466,-0.2687480043642326,1483.995314379015,47.41029668753259,-9.149688098252902,-2.862690421069118,18.19202367649561,12.775188245478668,10.60359109582549,2.8718745863465074,1.8002678501813447,1.4626383409762167,663.1218780960684,0,0,30.36688183923835,17.65338870719072,1.9867137943826645,3.7019364497180702,19.1
2-Thiofuranylfentanyl,O=C(c1cccs1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,17,17,3,2,4,3,3.725693427236653,4.223177434065069,4.726281011737149,5.20572224762794,5.529429087511423,5.48945412172716,5.722972169049342,6.003578377491493,6.119747817398232,6.262981509095281,7.8664467584897615,5.102000000000005,117.17850000000004,-5.250972065598326,390.1765844520007,7.22549230466668,367.0989106209185,309.06000000000085,635.4134662020305,0.9576178741767372,170.78085000413066,6,0.1935483870967742,21.24037460978148,10.85782272456871,5.795610425240055,0.2916666666666667,4,0,5290.30972913045,57,18,54,28,24,23.550000000000004,51.790000000000006,63.31861799999999,32.831382,28.122045547156898,0.0423821258232624,161.9676138278551,1177.7934792568276,44.31897239648987,0.3779510584136769,0.622048941586323,166.40405591209773,273.8753194401584,0.1715584897486452,0.151034807856243,1,4,3,0,0.0,4.558195153061224,54.59730361615449,31.36349632156925,0.0,25.30430569792599,88.61706627740355,0.0,36.48319950708767,28.076779115322136,78.17646759200525,0.0,52.74454198054766,24.938344177217285,3.114712831694253,3.164732090367011,0.0,13,3,26.65853245758504,3.21055974604898,0,0.0,6,6.279444922061264,1,13.220660053395964,14,2,35.25,18.0,0.6428571428571429,0.75,0.0267857142857142,0.5413580246913582,23.76091244019437,0.6516329704510112,0.0238663484486873,1.9711454747368424,1.69380917179094,1.3735988919421458,7.541190456140349,7.535854699999998,7.430226686131386,6.096491228070176,6.033810000000001,5.854962043795621,0.0132579919746222,0.0406616832363848,0.0751787299427649,0.943215319472962,0.7008864437236823,0.7269230091977773,-0.0461460423560311,0.0484125822364996,0.0223091405667451,1.00411300235066,0.951522182663243,1.0326813801488255,1431.0,39.286606103616585,-6.9419681149079615,-4.681046447411836,702.6570773250833,26.193582809852423,-4.227554203468834,-0.1055843207883305,1392.7479061114643,38.77734429569524,-7.0950371197089614,-4.24894905728895,19.18358750805833,13.809663088089316,11.741285539196523,3.051445461747066,1.7690381887163098,1.2922571037913362,856.1452858953213,0,0,31.92988972916787,21.461920909989026,2.93639417322866,3.7019937475424767,22.6
Furanylfentanyl,O=C(c1ccco1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,17,17,3,2,4,3,3.725693427236653,4.223177434065069,4.726281011737149,5.20572224762794,5.529429087511423,5.48945412172716,5.722972169049342,6.003578377491493,6.119747817398232,6.262981509095281,7.8664467584897615,4.633500000000004,111.56750000000004,-5.208376271916379,374.1994280720007,6.929619038370384,357.3801130980947,298.5800000000007,621.4417368082838,0.942979122566412,165.93481599779597,6,0.1935483870967742,21.24037460978148,10.85782272456871,5.795610425240055,0.2916666666666667,4,0,5108.05203085125,57,18,54,28,24,36.690000000000005,36.690000000000005,61.22061799999999,32.107381999999994,37.577876602634575,0.057020877433588,227.3395050320496,1335.5851838398648,45.841725192744114,0.3275168899333679,0.6724831100666322,142.24282907051276,292.0640217897636,0.2265751807766488,0.1449270339800817,2,4,3,0,0.0,4.427986819727891,48.53093654769288,31.36349632156925,0.0,25.30430569792599,90.38326672774984,0.0,36.48319950708767,28.95987934049528,83.47671875423174,0.0,35.23174507315853,24.263270254650227,4.563581930068222,3.0761287477954147,0.0,13,3,25.63345853501798,2.7134523080324504,0,0.0,6,6.081582320230408,1,13.116493386729296,14,2,35.75,18.0,0.6428571428571429,0.25,0.0089285714285714,0.5506172839506174,25.244715457930635,0.6139817629179335,0.0247524752475247,1.8482100361403515,1.57471005465094,1.3240495530516347,7.608347017543857,7.611339799999999,7.491440583941604,6.189473684210527,6.13663,5.939839416058394,-0.0611244345018311,0.0238338454745898,0.063064772634374,1.1039068241133767,0.7573638553992204,0.7387060344788031,-0.1049830939359318,0.0094027325390684,-0.0023862407037228,1.0838201233150682,0.989912897113672,1.0294870942011909,1431.0,41.402176445798325,-7.562806322571023,-4.747349540613941,657.2060892781831,25.99797774725412,-3.564809971406822,-0.5477117386820899,1405.9972097400228,40.90862160555502,-7.637508605993665,-4.328585480418244,19.18358750805833,13.809663088089316,11.741285539196523,3.051445461747066,1.7690381887163098,1.2922571037913362,854.1452858953213,0,0,31.92988972916787,21.461920909989026,1.9879374347548069,3.70768763567556,16.8
Cyclohexylfentanyl,O=C(C1CCCCC1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,12,12,2,2,4,4,3.688879454113936,4.127134385045092,4.56954300834494,5.002267044425739,5.418874329087146,5.253581472706645,5.508628939046869,5.708355336501335,5.755346565708359,5.856861151522124,7.599808110961046,5.307000000000006,120.11100000000005,-5.355121909928569,390.2671137080009,6.1947160906031895,399.3547744898024,329.4900000000011,666.6175195995771,0.957985266333779,175.26721406050555,6,0.1875,22.203125,11.571428571428571,6.2571900826446285,0.5,9,1,5036.396545884832,66,13,63,29,26,23.550000000000004,23.550000000000004,69.09296199999997,38.397038000000016,29.23610469542923,0.0420147336662208,329.61575765516466,1246.4313053467015,38.923654983812206,0.2631572602721514,0.7368427397278485,127.42397342770258,356.7882930167934,0.1725296619546406,0.1283205029706178,1,3,2,0,0.0,4.7383736457545975,67.79340141647091,37.28140236773064,0.0,57.40841381255605,66.2271221763131,0.0,36.48319950708767,50.50920285217907,60.6636706846161,0.0,6.06636706846161,21.475221042140088,9.081574697206364,3.274010613504661,0.0,10,2,21.14207121430772,2.498908191179358,0,0.0,11,12.355585310711028,1,13.502558201544112,11,1,31.75,14.0,0.4827586206896552,-3.75,-0.1293103448275862,0.5089947089947091,20.88128101047604,0.6463414634146346,0.0235849056603773,1.8173385839393947,1.5149648746612927,1.2458021892701447,7.472282060606055,7.42628390243902,7.329280603351952,6.031060606060606,5.9179918699187,5.740849162011173,-0.0205497268485935,0.0551047722744402,0.0884316969913032,1.162611499344008,0.7216384007710261,0.7672953327665354,-0.1078910200917526,0.0742047962825461,0.0372927081638758,1.1516634482955828,0.9113761685685504,1.010724859006706,1953.0,53.70247106174912,-10.5440440111013,-4.343422359216816,839.6044955302403,30.856646892848225,-5.1156830187146,-0.3445430966822621,1876.157558448256,51.69663805647206,-10.47410503624248,-3.938407271431582,19.89069428924488,14.309663088089316,12.094838929789798,2.788644465220206,1.8497570766023907,1.300371523141357,746.7924988121749,0,0,37.9080132589576,23.84662926255187,1.9873758666448769,3.701957651637451,25.0
Isobutyrylfentanyl,CC(C)C(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,12,12,2,2,3,3,3.58351893845611,4.04305126783455,4.483002552013883,4.903421209789107,5.335733567933459,5.131376911792384,5.365099462737823,5.548589585250499,5.509894281490781,5.531411248715415,7.426809455161437,4.382700000000004,108.37400000000008,-4.772084009027776,350.2358135800008,6.2542109567857285,359.82327776597225,298.0800000000008,621.3125824436361,0.9637285140452267,157.17821887084497,6,0.2142857142857142,20.72704081632653,10.51862673484295,5.9972838388411045,0.4347826086956521,4,1,4397.99695603321,58,13,56,26,23,23.550000000000004,23.550000000000004,61.41578999999997,34.38421,23.384106913091184,0.0362714859547729,259.121670474902,1068.6105984129397,36.26429776883164,0.2990359848648741,0.7009640151351261,124.28946908588529,291.3443521816394,0.1864557378513878,0.1383332313654753,1,3,2,0,0.0,4.589014077853364,62.37841094707412,37.28140236773064,0.0,39.15178009730724,66.2271221763131,0.0,36.48319950708767,32.25256913693026,60.6636706846161,0.0,32.04657560476608,21.149694390205752,3.183649588112972,7.2074832183409026,0.0,10,2,20.84388394256991,2.4346821004572634,2,3.986634610379199,6,6.404498196074675,1,12.847280423766334,11,1,29.75,14.0,0.5384615384615384,-1.75,-0.0673076923076923,0.5136904761904765,19.94401761947799,0.6391231028667793,0.1055408970976253,1.7988718844827591,1.497630210935124,1.2824650059689722,7.492034896551721,7.455256723809522,7.400913041095889,6.052586206896552,5.947647619047618,5.832890410958905,-0.0475608157134554,0.0511695600669363,0.0850978220872613,1.1824040378329952,0.7234968378824095,0.7632520274077722,-0.0464899979927612,0.0909370434319228,0.0685169091073153,1.0735516604382511,0.924760020340118,1.0069166990621918,1540.0,41.13061247175804,-8.269429938878059,-3.727627717599357,661.7937126068755,24.37887463513421,-3.679708910311172,-0.1385774225278259,1483.995314379015,40.51633137565513,-8.07577517375736,-3.292479200087953,18.355160383312143,12.647867045540842,10.9407657692908,2.9210690060279982,1.7944772943669798,1.4797555378416496,675.8687105425691,0,0,25.56113877978133,17.68687594852753,1.9867999915526924,3.701952415908953,18.1
Methoxyacetylfentanyl,COCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,12,12,2,2,3,3,3.58351893845611,4.02535169073515,4.460144413937834,4.910814958814044,5.321179035691299,5.122474775851791,5.354520463106594,5.527442989539794,5.489195957274971,5.597263881277747,7.425618580099778,3.3731000000000027,105.41200000000006,-4.480357272665909,352.2150781360008,6.522501446962978,351.3175194936054,289.86000000000064,588.1025803471988,0.9165525983882856,155.92682198595523,7,0.25,20.72704081632653,11.11111111111111,6.260869565217392,0.4090909090909091,4,0,4460.385749765139,56,13,54,26,22,32.78,32.78,59.21420399999998,34.113796,53.54371620070205,0.0834474016117147,257.8343547041733,1232.2069822739718,47.96138513037758,0.299083735002182,0.7009162649978185,123.13575552744304,288.5742143461936,0.1951989741018836,0.1315962780547064,2,4,3,0,0.0,4.449906698790628,48.53093654769288,38.47329386284678,6.606881964512918,25.30430569792599,66.2271221763131,0.0,50.199879012878114,18.40509473754901,60.6636706846161,0.0,35.23174507315853,20.841142892528072,3.078162691385094,3.2632891927581604,1.5766468761517465,10,2,20.597600963410745,2.3547161531049525,1,1.5766468761517465,7,6.341451884143254,1,12.622511905247816,11,1,30.25,14.0,0.5384615384615384,-2.25,-0.0865384615384615,0.5358024691358027,21.235412104060963,0.6071428571428575,0.0668449197860962,1.7715778692857147,1.4700251609849,1.3134870713311642,7.594455285714283,7.618502959999998,7.485843313432834,6.161607142857143,6.11073,5.9321716417910455,-0.0879638707098114,0.0295600565280306,0.070078111403097,1.218428516198385,0.7703620025304364,0.7589210026042432,0.0007164087533708,-0.0729751408891841,-0.0896254815078709,1.0084267177568822,1.2557831250945726,1.269536432372597,1431.0,45.08152324286044,-6.610019142685943,-3.613068114187554,614.7245483914525,25.965589753382915,-2.925416296053459,-0.5168330062651367,1400.1084811702544,45.1134063009903,-6.931932699771044,-3.220612535501509,18.19202367649561,12.775188245478668,10.60359109582549,3.0094782535362032,1.7288185269523118,1.4626383409762167,667.0563074753592,0,0,27.935245956591373,16.708325097914926,1.986524049621304,3.702517303135252,9.3
Tetrahydrofuranylfentanyl,O=C(C1CCCO1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,12,12,2,2,4,3,3.6635616461296463,4.110873864173311,4.5591262474866845,4.995521656286208,5.391921546507262,5.243068892317559,5.484018622386376,5.6949939686231215,5.723176521762836,5.818969551131763,7.576513707031561,3.905700000000003,112.51000000000003,-4.547469515229798,378.2307282000008,6.521219451724153,373.5530309935782,307.18000000000086,623.7663187151231,0.9370835735431392,167.6508750612192,6,0.1935483870967742,21.24037460978148,10.85782272456871,5.795610425240055,0.4583333333333333,7,0,4999.414287311254,61,13,58,28,24,32.78,32.78,63.88778999999998,36.12021000000001,41.88009354311889,0.0629164264568607,278.4200267516451,1301.5088247011186,43.30305794509764,0.2908649234605729,0.7091350765394273,128.8779271220966,314.2072190301729,0.1883994334149165,0.1308596835707894,2,4,3,0,0.0,4.563234756865709,48.53093654769288,37.970378286082166,6.103966387748303,44.24991533152631,66.2271221763131,0.0,49.194047859348885,31.24673798340104,60.6636706846161,0.0,23.099010936235302,21.06850785077517,4.679221255424531,3.8730107817836754,0.0,10,2,20.81195666239858,2.39799171172142,0,0.0,9,8.8195317212824,1,13.224780423766331,11,1,31.75,14.0,0.5,-3.75,-0.1339285714285714,0.5333333333333334,21.81998936139505,0.6139817629179335,0.0247524752475247,1.8000352344262298,1.497046342157509,1.2505402463773458,7.5761689836065536,7.589777964285711,7.4781464615384605,6.144262295081967,6.090026785714286,5.902769230769231,-0.057311771595603,0.0324333977259418,0.0723480136205847,1.1814116799770478,0.7597649857146115,0.7511763051696545,-0.0911010448003863,-0.0175615352213487,-0.0292603193056089,1.1110717063171682,1.156681651246727,1.1676906445792012,1653.0,51.127249445578805,-8.886191946598553,-4.521083165921046,716.7111255223621,29.128593694724515,-4.063929147201243,-1.0684036955550225,1613.453017804086,50.347014034889405,-9.183102909252728,-4.2354342192094165,19.18358750805833,13.809663088089316,11.741285539196523,3.0022566624093314,1.7690381887163098,1.2922571037913362,735.7151697051966,0,0,31.92988972916787,21.461920909989026,1.9869192028350664,3.702511217594024,13.0
