compound,compound_idx,y_true,y_loo_pred,residual,abs_residual
Benzylfentanyl,0,12.4,11.861773723139738,0.5382262768602626,0.5382262768602626
Fentanyl propyl analog,1,19.1,18.55237041639746,0.5476295836025429,0.5476295836025429
α-Methylfentanyl,2,16.1,16.586957700656917,-0.4869577006569159,0.4869577006569159
Thiofentanyl,3,12.4,12.706194649775625,-0.30619464977562494,0.30619464977562494
α-Methylthiofentanyl,4,14.3,15.06156560406179,-0.76156560406179,0.76156560406179
2-Fluorofentanyl/ortho-Fluorofentanyl,5,15.9,16.434210285502317,-0.5342102855023168,0.5342102855023168
3ʹ-Fluorofentanyl,6,15.2,15.17314281339272,0.02685718660727865,0.02685718660727865
4-Methoxyfentanyl,7,16.9,16.533790218091962,0.36620978190803655,0.36620978190803655
para-Fluorofentanyl,8,14.8,15.439730035265455,-0.6397300352654547,0.6397300352654547
Hydrocinnamoylfentanyl/3-Phenylpropanylfentanyl,9,25.2,26.083034097135304,-0.8830340971353046,0.8830340971353046
Acetylfentanyl,10,9.8,9.78921461975033,0.01078538024967024,0.01078538024967024
Acrylfentanyl,11,13.5,13.65075694913276,-0.1507569491327594,0.1507569491327594
Cyclopropylfentanyl,12,17.6,15.96341274981405,1.6365872501859506,1.6365872501859506
Benzoylfentanyl,13,21.3,20.95157297146713,0.3484270285328712,0.3484270285328712
Butyrfentanyl,14,19.1,18.75313425942604,0.3468657405739606,0.3468657405739606
2-Thiofuranylfentanyl,15,22.6,20.56789596046932,2.032104039530683,2.032104039530683
Furanylfentanyl,16,16.8,17.440457197756373,-0.6404571977563727,0.6404571977563727
Cyclohexylfentanyl,17,25.0,26.991188634135924,-1.9911886341359235,1.9911886341359235
Isobutyrylfentanyl,18,18.1,18.13749071599528,-0.03749071599527909,0.03749071599527909
Methoxyacetylfentanyl,19,9.3,9.764770002445182,-0.4647700024451815,0.4647700024451815
Tetrahydrofuranylfentanyl,20,13.0,15.33259821421748,-2.33259821421748,2.33259821421748
4-Fluorobutyrfentanyl/para-Fluorobutyrylfentanyl,21,20.2,19.729318334319366,0.4706816656806332,0.4706816656806332
para-Chloroisobutyrfentanyl,22,23.4,23.326032603064753,0.07396739693524523,0.07396739693524523
4-Fluoroisobutyrfentanyl,23,19.8,18.19095234151253,1.6090476584874693,1.6090476584874693
4-Chloro furanyl fentanyl,24,22.6,22.551208938382004,0.0487910616179974,0.0487910616179974
ortho-Methyl acrylfentanyl,25,17.0,15.525399794135364,1.4746002058646361,1.4746002058646361
4-Methoxybutyrfentanyl,26,21.8,20.800589314467082,0.9994106855329186,0.9994106855329186
Despropionyl ortho-methyl fentanyl,27,16.5,16.057600127893167,0.44239987210683296,0.44239987210683296
Acetyl-α-methylfentanyl,28,11.4,12.908578144948994,-1.5085781449489932,1.5085781449489932
Butyryl-F-fentanyl N-benzyl analog,29,17.8,17.16254232108253,0.6374576789174711,0.6374576789174711
β-Hydroxyfentanyl,30,11.4,10.059979267993453,1.340020732006547,1.340020732006547
2-Methylfuranyl fentanyl,31,20.0,20.436868610048,-0.4368686100479984,0.4368686100479984
Despropionyl-2-fluorofentanyl,32,14.0,14.322992770716887,-0.3229927707168869,0.3229927707168869
2-Fluoro butyrfentanyl,33,21.1,20.36124999285491,0.738750007145093,0.738750007145093
ortho-Methyl methoxyacetyl fentanyl,34,11.9,14.028782074191463,-2.128782074191463,2.128782074191463
Benzylfuranyl fentanyl,35,15.0,15.462426207417419,-0.462426207417419,0.462426207417419
Cyclopentyl fentanyl,36,24.2,21.96072600696677,2.2392739930332297,2.2392739930332297
Benzoylbenzyl fentanyl,37,19.3,19.238303490683165,0.061696509316835346,0.061696509316835346
meta-Methyl acetylfentanyl,38,13.8,12.782589453728992,1.0174105462710088,1.0174105462710088
Isobutyl-F-fentanyl N-benzyl analog,39,16.8,16.594890115899716,0.20510988410028475,0.20510988410028475
Benzodioxole fentanyl,40,22.8,21.8024985996806,0.9975014003194005,0.9975014003194005
3-Methylfentanyl,41,17.4,17.742897343182026,-0.34289734318202747,0.34289734318202747
3-Methylthiofentanyl,42,15.5,16.056269649140784,-0.5562696491407841,0.5562696491407841
β-Hydroxy-3-methylfentanyl (A),43,13.8,14.237752607170153,-0.4377526071701521,0.4377526071701521
β-Hydroxy-3-methylfentanyl (B),44,14.5,14.051307051934153,0.4486929480658475,0.4486929480658475
Despropionyl-3 methyl fentanyl,45,16.0,15.94620000861437,0.0537999913856293,0.0537999913856293
Brifentanil,46,8.8,5.651155747389461,3.14884425261054,3.14884425261054
4-Phenylfentanyl,47,25.1,29.191292233488014,-4.091292233488012,4.091292233488012
N-Methyl carfentanil,48,5.2,4.619274423643164,0.5807255763568362,0.5807255763568362
Carfentanil,49,17.2,15.963105843879479,1.2368941561205204,1.2368941561205204
Ocfentanil,50,10.3,12.166055034703358,-1.8660550347033578,1.8660550347033578
"2,2′-Difluoro acetylfentanyl",51,12.3,13.890227408609773,-1.5902274086097723,1.5902274086097723
2-Furanylethyl fentanyl,52,9.9,9.136780990501391,0.7632190094986093,0.7632190094986093
4′-Methyl acetyl fentanyl,53,14.3,13.840031119258601,0.45996888074139974,0.45996888074139974
Hexanoyl fentanyl,54,25.2,28.45968169556534,-3.259681695565341,3.259681695565341
4′′-Methoxy fentanyl,55,16.0,17.331208800967808,-1.3312088009678078,1.3312088009678078
2-Methoxy furanyl fentanyl,56,18.7,19.205556218826533,-0.5055562188265341,0.5055562188265341
3-Fluoro butyrfentanyl,57,18.8,20.094098538437812,-1.2940985384378116,1.2940985384378116
ortho-Methyl acetylfentanyl,58,12.5,13.245819842238571,-0.7458198422385713,0.7458198422385713
